ID,PID,Text
12,12_0,"""As I mentioned in the collaboration section"
12,12_1, there was another intern with whom I worked closely
12,12_2, At the beginning of the semester I had the opportunity to lead as I was given the responsibility to inform her of various things that were happening in our programs as well as teach her how to work our database that we use for participant data
13,13_0,"""I am technically above over 8 people on the CEDC organization chart"
13,13_1, which at one time would've scared me
13,13_2, Now
13,13_3, I feel comfortable delegating work and trusting my teammates
13,13_4, to the point where I am now taking on a large leadership role next semester as Assistant Program Director
14,14_0,"""As team lead"
14,14_1, it is important to recognize and capitalize on the unique strengths of team members in order to maximize effectiveness
14,14_2, I was able to do this by identifying individual skills and personalities in team members and encouraging them to apply them to their work for the betterment of the [Organization]
15,15_0,"""As the director of Technical Solutions"
15,15_1, I provided my assistance to other groups and my group member as needed
15,15_2, enabling them to achieve their goals
15,15_3, I also discussed accomplishments and team progress to the CEDC board of directors in weekly meetings
16,16_0,"""As the Director"
16,16_1, I had to encourage my team to reach their full potential for the betterment of [Organization]
16,16_2, I communicated their accomplishments to the outlet heads so that they could see that we were a resource for them to use
17,17_0,"""I became well versed in making sure everyone was doing their tasks"
17,17_1, To make sure everything was done every day
17,17_2, I had to step up and set a good example by rounding everyone up and getting them to do what was needed rather than slack off
17,17_3, This was hard at first
17,17_4, but after a while it became easier to motivate others to do what was needed
18,18_0,"""At [organization] we do this every single day"
18,18_1, The environment here is nothing short of a positive
18,18_2, encouraging atmosphere where people are always pushing you to achieve more and better the company's overall goal
19,19_0,"""I define leadership as an influence on the others around you"
19,19_1, How I showed leadership this semester was always encouraging if someone doesn't know something
19,19_2, ask
19,19_3, so we can find that solution
19,19_4, If I don't know that solution
19,19_5, the internet is a great tool
19,19_6, This promote collaboration and technology skills
20,20_0,"""Being in charge of the graphics team"
20,20_1, there were many instances where I was able to direct and lead members to achieve a vision I had if the task was delegated to them
20,20_2, There were many instances where I would be overwhelmed with large projects
20,20_3, but would effectively communicate the plan and vision with others so that they could create the graphics I needed
21,21_0,Coordinating video shoot times with different departments and getting people to show up to commitments was something I was tasked with doing for a few project
22,22_0,I support everyone in our office and I try to empower others to strive to do their best
22,22_1, I have had so many opportunities to learn about the vision of the COB and how to continue the visio
23,23_0,"""I had a problem mid-way through the semester with my higher ups not being responsible and allowing the lower ranking workers to get away with things that should not have been allowed"
23,23_1, I had to call a meeting with everyone who was in that position to completely go over everything that they were supposed to have already been doing
23,23_2, and then added new steps to increase accountability in that position
23,23_3, I had to spend a lot of time checking back over their work to make sure that everything was on track
23,23_4, but so far the work has been exceptional
24,24_0,I work to lead creative inquiry groups and other interested on campus organizations in serving as an extension of the Clemson agricultural extension program and working to connect the community and Clemson students to local food system
25,25_0,"""Many of the other student workers would ask me what there was today"
25,25_1, and we would all work together to accomplish goals
25,25_2, Each employee has a special talent when it came to jobs that would utilize their potential we were sure to put them on that job
26,26_0,"""Intern brings a level a poise to the work she does that very few othere in her peer group could acheive"
26,26_1, She takes charge of situations
26,26_2, she is self-directed and she finds ways to bring great things out of those she works with
26,26_3, even beyond what they thought was possible
27,27_0,Intern served as my right hand and delegated responsibilities to his peers
27,27_1, He showed managerial leadership even when spread thin between two research projects and many assignments I gave hi
28,28_0,Intern was able to lead groups of students in a manner that both parties respected each other and work was positiv
29,29_0,Intern has been an intern in the Studio for awhile and you can see the other interns look to her for guidance and help
29,29_1, It is a role she embraces and thrives i
30,30_0,"""During this semester we identified that Intern would be the best person to lead the Makerspace in the Fall"
30,30_1, based
30,30_2, on part
30,30_3, to his leadership skill
31,31_0,"""Intern shows tremendous initiative and maturity in developing"
31,31_1, communication and bringing to fruition her vision for Clemson's Sustainability initiatives
31,31_2, She has outstanding leadership skills that will take her far in her career
32,32_0,"""I am working at [organization]"
32,32_1, Intern worked in the summer to help my research group to conduct several research topics
32,32_2, During his stay
32,32_3, he performed as a leader to organize and conduct the research with several other junior researcher/students
33,33_0,I would have preferred to be able to select two competencies - Leadership and Collaboration
33,33_1, I selected Leadership because Intern has taken the lead in establishing the VR Immersive Space at the Watt Center
33,33_2, But in doing so he also displayed considerable collaborative and communications skill
34,34_0,Intern works well with others and has demonstrated the ability to use others' strengths to complete task
35,35_0,Intern's ability to lead and inspire those around her is inspiring and a great reflection of her success in this internship
35,35_1, She encouraged her residents (members of the Wellness LLC) to be well and take part in different wellness opportunities on campu
