"Labeled Data","Final Label","Dataset Name"
"As previously mentioned Alton has shown great leadership within the Makerspace.","NA","Mentor"
"Additionally, I think he has the ability to become a great leader withing the Makerspace team.
","NA","Mentor"
"As she grows and matures, her skill in this area will undoubtedly increase because of how she carries herself and willingness to learn.
","NA","Mentor"
"As with Erin, Sam did not demonstrate any lacking in leadership, but it is probably just the least demonstrated within the role (which is probably my own fault in designing the internship).
","NA","Mentor"
"Ashleigh could work on her leadership skills.","NA","Mentor"
"She can be a leader, but can be overshadowed by others or others do not always follow along with her plans even if it is a good plan or idea.
","NA","Mentor"
"Ashleigh is great at communication but could improve upon her leadership skills.","NA","Mentor"
"What she does within the realm of communication could be expanded upon to further recognize and capitalize upon the strengths of those she is working with.
","STF","Mentor"
"Ashley is a very good leader, but there are times when others are not willing to do something.","NA","Mentor"
"In those cases she is not sure how to motivate them to get involved.","STF","Mentor"
"She will try other methods, but if she can not get them to get involved she will become frustrated.
","NA","Mentor"
"At his age, this is not a bad thing.","NA","Mentor"
"This will come in time.
","NA","Mentor"
"At this stage of the internship, Leadership would be a difficult competency to demonstrate but needs to be an area of focus as Alvin progresses in his career.
","NA","Mentor"
"Audra, has shown great leadership in the general operation of the makerspace, however has not been given the opportunity to take a leadership role within the internship team.","NA","Mentor"
"I believe she has the ability and would encourage her to grow in this further.
","NA","Mentor"
"Azrin maintained a great relationship with his mentees throughout the entire year.","NA","Mentor"
"He was often called upon to be a representative for PEER to talk about our organization and the services that we offer.
","NA","Mentor"
"Bailey brings a level a poise to the work she does that very few othere in her peer group could acheive.","NA","Mentor"
"She takes charge of situations, she is self-directed and she finds ways to bring great things out of those she works with, even beyond what they thought was possible.
","TF","Mentor"
"Bailey is a growing leader, but still has ways to grow in her confidence and ability to step up and step out in taking on leadership roles.
","NA","Mentor"
"Bailey worked one part-time internship and her goals were to learn job skills needed to perform her job tasks.","NA","Mentor"
"In one semester, she was not able to attain the experience needed to develop leadership skills.
","NA","Mentor"
"BECAUSE I DIDN'T ALLOW FOR ANY EXPOSURE FOR CHINMAY.","NA","Mentor"
"IT WOULD HAVE BEEN A BENEFIT","NA","Mentor"
"BUT, THE SITUATION DIDN'T ALLOW
","NA","Mentor"
"Because of not being an engineering major, Isabelle holds back some from taking a frontal role in our STEM programs.","NA","Mentor"
"She is an excellent team player.
","NA","Mentor"
"Because of not having the engineering background, Hannah was somewhat hesitant to take the lead with our STEM programs.","NA","Mentor"
"However, she was eager to be part of the team, always very helpful and was excellent in giving an insightful, different perspective.
","STF","Mentor"
"Because she hasn't the opportunity to leader a team
","NA","Mentor"
"Becca is a great team player, but does not always step up and take the leadership role in areas where we know that she would excel.
","NA","Mentor"
"Being the newest member of the team, I did not expect this competency.","NA","Mentor"
"But Sarah Grace can be reserved, so it will be interesting to see how this skill develops.
","NA","Mentor"
"Ben has a demonstrated record of accomplishing tasks and keeping the shop running smoothly
","STC","Mentor"
"Ben's greatest area for improvement is in the category of leadership.","NA","Mentor"
"As an intern, Ben had the opportunity to lead a team in a week long focus on workplace organization and ventilation.","NA","Mentor"
"While he did a great job, it was apparent that, as with us all, further development in this area is necessary.","NA","Mentor"
"He should work to understand other's strengths and weaknesses and apply the strengths in a way that advances the team towards its common goal.
","TF","Mentor"
"Bethany was not able to be in a position of leadership, so it was difficult to evaluate this characteristic.","NA","Mentor"
"I'm sure she would thrive though in a leadership position if she were in one.
","NA","Mentor"
"Blaine exceeds all expectations in these fields.","NA","Mentor"
"If i have to choose one with slight improvement it would be leadership.","NA","Mentor"
"Though she leads well, assertiveness can sometimes lack.","NA","Mentor"
"Confidence in decision would bring her to a cut above the rest.
","NA","Mentor"
"Blaine is very proactive and shows great initiative at times.","NA","Mentor"
"I would love to see her step up more into a leadership roll come spring to help support and train the new intern as her knowledge of this position has grown immensely.
","NA","Mentor"
"Blaine, has been with me for two years.","NA","Mentor"
"Her greatest strengths would be all of the above.","NA","Mentor"
"She has developed and learned this job over the years that I am able to lean on her when things get crazy.","NA","Mentor"
"Blaine has the patience and where with all to assist and pick up in any event/situation.","NA","Mentor"
"She has been a leader in helping to train the incoming UPIC intern and make sure they have all of the information they need to succeed.
","NA","Mentor"
"Bradley has already a very comprehensive set of advanced skills.","NA","Mentor"
"Leveraging these skills and developing leadership will set him on a very successful career path.","NA","Mentor"
"This is not to say that Bradley has a weakness in this area, but to emphasize his great potential.
","NA","Mentor"
"Brendan's role did not require leadership to be successful, but in the future Brendan could improve and be a leader to leverage others strengths to achieve a common goal.
","IDK","Mentor"
"Bri is definitely able to identify others strengths and challenges, but she sometimes lacks the confidence to act on her instincts in helping others improve or encouraging them to tap into their strengths for future use.
","TF","Mentor"
"Brianna is young and does not have a lot of experience.","NA","Mentor"
"But this will come.","NA","Mentor"
"She is confident and articulate and with time and experience, people will follow.
","NA","Mentor"
"Brittanie has not had multiple opportunities to grow her leadership skills and realizes that she needs to improve these skills.
","NA","Mentor"
"Brittany is aware of task ans dutities assigned
","NA","Mentor"
"Brooke has a strong personality and will mature into a great leader.","NA","Mentor"
"Right now she is watching and establishing herself and the future leader she will become.
","NA","Mentor"
"By nature, LeeAnna is more quiet and reserved.","NA","Mentor"
"As she matures in her career, I hope she will be more confident in herself and become a leader in her field!
","NA","Mentor"
"By no means a weakness, Madison has been a good leader in helping the new interns learn the ropes.","NA","Mentor"
"She is very quiet, but could be an amazing leader.
","NA","Mentor"
"Caleb has all of the skills to be a great leader but he doubts himself, in addition he needs to understand strategy, empathy for others, and how to use his thoughts to influence others.
","TF","Mentor"
"Can be more assertive
","NA","Mentor"
"Cannot evaluate his leadership skills.","NA","Mentor"
"Given all of his other positive traits, I have no doubt that he will become a strong leader.
","NA","Mentor"
"Carl did amazing during his internship and has a lot of leadership potential.","NA","Mentor"
"I think the first couple months he was getting acquainted with everyone and finding out other strengths to leverage.","NA","Mentor"
"I listed this as an area of improvement as I believe some things he was working on independently he could've asked for help sooner or leveraged others to be more effective.","NA","Mentor"
"Regardless, he is a rockstar intern to have and i felt very comfortable having him practice leadership by dealing with other teams and managers directly.
","NA","Mentor"
"CARMEN IS A NATURAL LEADER","NA","Mentor"
"BUT SHE DID NOT HAVE THE OPPORTUNITY","NA","Mentor"
"TO EXCEL IN OUR ORGANISATION.","NA","Mentor"
"THIS IS SOMETHING","NA","Mentor"
"SHE CAN ASPIRE","NA","Mentor"
"TO LATER ON
","NA","Mentor"
"Caroline lead the team that produces the English department newsletter.","NA","Mentor"
"Her group successfully completed 7 issues of the newsletter which required interviewing, editing, and producing around 30 articles.","NA","Mentor"
"Caroline's greatest area for improvement is leadership because she tends to wait for others to give her things to do and will take a backseat to others in a group project.","NA","Mentor"
"I think leadership includes having initiative and that's something Caroline could improve on as well.
","NA","Mentor"
"Carter lead the UPIC magazine project this year and successfully managed her team.
","NA","Mentor"
"Cassarra was able to guide her mentees in a positive manner in their academics making sure that they used and applied all of their resources.","STF","Mentor"
"She also kept her mentees engaged with other activities across campus.
","NA","Mentor"
"Castles served as my right hand and delegated responsibilities to his peers.","TC","Mentor"
"He showed managerial leadership even when spread thin between two research projects and many assignments I gave him.
","NA","Mentor"
"Catherine has not had as much opportunity for leading tasks so we plan to work on that next semester.
","NA","Mentor"
"Catherine is always accepting of projects or tasks when asked, but I think she has room in grow in taking ownership of projects - identifying the next steps herself, noticing problems or issues, improving upon them, and bringing others into the project.
","IDK","Mentor"
"Chandra was a critical resource on many of our projects, but he wasn't asked to lead projects.","NA","Mentor"
"He could benefit from the opportunity to lead and drive a high impact project.
","NA","Mentor"
"Chandra's leadership and communication skills have grown during his many months here, but there is still room for improvement.","NA","Mentor"
"He has taken a technical lead role, but he could benefit from the experience of leading a cross-functional project.
","NA","Mentor"
"Chanty is a great leader, but could continue to grow in her leadership skills as she finishes her senior year and approaches graduation.","NA","Mentor"
"Being sure to pull on strengths of all people involved in her group.
","IDK","Mentor"
"Chase does put a good foot forward, he is a driver and make things happen.
","NA","Mentor"
"Chase needs to be more empathetic and understanding of his fellow team members and then how he needs to adjust his management style to address concerns.
","TF","Mentor"
"Cheng did lead his project, and has led others in its completion, so I wouldn't want him to think this is a weakness.","NA","Mentor"
"However, I think there are opportunities to further develop his ability to communicate what he's doing, why it matters, and what he needs from others to get it done.","NA","Mentor"
"These are skills that most people develop over years in the workplace, so I would not expect a PhD student to have obtained them yet.
","NA","Mentor"
"Chip, doesn't always make decisions, sometimes he defers to Owen, when he should make the decision himself.
","NA","Mentor"
"Chris was able to lead groups of students in a manner that both parties respected each other and work was positive.
","NA","Mentor"
"Clary lead in many ways amongst his peers.
","NA","Mentor"
"Colleen has a well balanced skill set for a writing/editing position but I would have to say that leadership in the team is where she could most improve.","NA","Mentor"
"other members of the team have been very independent and while Colleen would clearly like a greater level of collaboration she's not been able to find the common ground on which to build that.","STF","Mentor"
"Leadership is often the most difficult skill for students to learn and I think that with another semester on the team she could make great strides.
","NA","Mentor"
"Colleen is just starting to grow in the area of Leadership in learning to take ownership of her projects.
","IDK","Mentor"
"Collin is quiet and reserved with staff.","NA","Mentor"
"We would like to groom him to become more involved with mentoring our underrepresented freshmen students.
","STF","Mentor"
"Connor works very well on his own and with others, but did not take charge when given the opportunity.","NA","Mentor"
"He has good leadership qualities and could do well in that capacity, but his performance in this internship showed only his capabilities for following others direction.
","NA","Mentor"
"Considering that leadership is perceived / exercised differently in an international corporation like Daimler compared to the university level I believe it is common that interns like Jennifer have a hard time to exercise leadership on their own.","NA","Mentor"
"She brings the necessary tools to be a leader but has had few opportunities yet to execute based on those skills.
","NA","Mentor"
"Corey can work on planning out the next phases of projects from a high level before going into the details as this will allow him to keep a tighter project schedule.","NA","Mentor"
"This skill will come with experience as he develops more expertise with projects.
","NA","Mentor"
"Could be a bit more engaged and take a leadership role in the team
","NA","Mentor"
"Courtney's unfamiliarity with the field kept her from exercising the confidence needed for leadership.
","NA","Mentor"
"Create a vision of how an area can be better and set a program to achieve this vision.
","TF","Mentor"
"Crystal has a take charge lead with great expectations and showing other how to as well.
","IDK","Mentor"
"Dalvin is pretty quiet, but I feel he could be a fantastic leader given the right opportunity.","NA","Mentor"
"He's smart and can figure things out quickly.
","NA","Mentor"
"Damea is very convincing and gets her ideas across well.","NA","Mentor"
"She can improve in encouraging input from others.
","IDK","Mentor"
"Danielle didn't have many opportunities to demonstrate her leadership skills while she was with us; however, I believe she would have great skill and confidence in anything that she attempted, so continuing to develop her leadership skills when given the opportunity would be to her benefit.
","NA","Mentor"
"David has done a wonderful job serving as the lead on many projects to deliver great results.
","STF","Mentor"
"Deepa needs to learn to share her knowledge and understanding of technology and processes to better engage others into her projects.
","NA","Mentor"
"Deidra has one of the hardest group of mentees to wor with (transfer students) but she has been able to reach them and for a great group of students.
","NA","Mentor"
"Delaney came into this internship already participating in several of the programs that I am involved in.","NA","Mentor"
"She was able to take our work to the next level by taking the lead and forming new partnerships with groups on campus!","NA","Mentor"
"She also took the lead with our instagram page which has resulted in much more engagement with other students!
","NA","Mentor"
"Delaney doesn't see herself as a leader, but I put her into a leadership position of sorts partway through the semester, and she took the reins and ran with it.","NA","Mentor"
"Although the outcome wasn't what I was hoping (this was for our division intern project...which fell flat on the staff side, mostly, but partly on the intern side), she was willing to allow me to put her into a leadership position for a project that she wasn't initially supposed to lead, and was asked to kind of pick up the pieces and produce a product.","NA","Mentor"
"They weren't really able to pull it together  unfortunately  but she set off on the right path.","NA","Mentor"
"There's some work there to do, but I think she has great potential as a future leader.
","NA","Mentor"
"Delaney has been an intern in the Studio for awhile and you can see the other interns look to her for guidance and help.","STF","Mentor"
"It is a role she embraces and thrives in.
","NA","Mentor"
"Delaney has been tasked to complete one big project before her internship has finished and was recommended to seek out advise and insight from people in other areas of the business.","NA","Mentor"
"Although she has done this to an extent, I feel she could make better use of other's knowledge and use it to her advantage.","IDK","Mentor"
"Delaney should feel confident and empowered to ask senior colleagues for advise and help to inform her work.
","NA","Mentor"
"Demonstrated great leadership with her mentees.
","NA","Mentor"
"Diamond does a great job taking initiative and following through with her projects.","NA","Mentor"
"She is also an RA and is a natural leader.
","NA","Mentor"
"Didn't have much opportunity for this
","NA","Mentor"
"Displays great leadership with her mentees and guideing them in their freshman year.
","NA","Mentor"
"During this next semester, it will be rewarding to see Allie's improvements in this area.","NA","Mentor"
"I will be asking Allie to lead a project.
","NA","Mentor"
"During this semester we identified that Chip would be the best person to lead the Makerspace in the Fall, based, on part, to his leadership skills
","NA","Mentor"
"Emily as our senior student intern served as a model and a guide for all of the other interns helping us to integrate them into our workflow very smoothly.
","STF","Mentor"
"Emily has always been a leader but this year grew in this area even more so being our most senior intern and serving as an example and guide to our other 4 interns.","STF","Mentor"
"Emily hasn't had the opportunity to take the lead on a significant project.","NA","Mentor"
"We plan to begin giving her this opportunity beginning in the spring.
","NA","Mentor"
"Emma shows tremendous initiative and maturity in developing, communication and bringing to fruition her vision for Clemson's Sustainability initiatives.","IDK","Mentor"
"She has outstanding leadership skills that will take her far in her career.
","NA","Mentor"
"Emmaline has had to work with many different stakeholders, including students, faculty, staff and external organizations, and she has been able to achieve her vision in doing so.
","STF","Mentor"
"Eric was great at working independently and along with others to achieve project goals and has the capability to be a great leader.","NA","Mentor"
"During his internship with us he did not take leadership over the projects he was given to bring them to success, rather he relied on others.","NA","Mentor"
"This may be a note for us and our internship to provide more opportunities for leadership to the students.
","NA","Mentor"
"Eva didn't have many opportunities to lead others while in her position.","NA","Mentor"
"However, when given the chance she jumped at it.
","NA","Mentor"
"Even though I consider Ian a great leader he introverts very quickly which isolates his work function, with he knowledge drive and charisma he will be a great leader.
","IDK","Mentor"
"Even though Reilley is an excellent Cast member, she needs to learn how to lead and push her peers to do better and improve their performance.
","STC","Mentor"
"Even though she will be studying abroad in the spring and wont be interning for the Watt Center, I would still love to keep up with Carolines growth in her leadership skills.","NA","Mentor"
"She is poised, fun to be around and really understands the work she is doing.","NA","Mentor"
"She is able to see the bigger picture and long-term goals, which would serve her well in leadership roles.","NA","Mentor"
"I think she possesses many of the characteristics and qualities, now its just time for her to pull all of them together as a leader.
","NA","Mentor"
"Even though she wont be interning for the Watt Center this fall, I would still love to keep up with Hannahs growth in her leadership skills.","NA","Mentor"
"Hannah follows through on what she says she will do, she makes good decisions, and she has a great personality.","NA","Mentor"
"Everyone have our own personality and its good to understand the variety, but proactivity and leadership are areas that must be improved everyday, no matters what type of personality you have.","NA","Mentor"
"In Gwyn's case, leadership is good but shyness kills it.","NA","Mentor"
"I truly believe that improving this areas will make her a excellent professional.
","NA","Mentor"
"Fewer opportunities have been provided in this area thus far.
","NA","Mentor"
"Furthering leadership skills simply requires additional time and experiences to add to her already growing knowledge.
","NA","Mentor"
"Gabrielle didn't have a lot of opportunities to show off her leadership skills.
","NA","Mentor"
"Great intern and a great person to work with.","NA","Mentor"
"This is the only area that I can think of that would need improvement, which will come with experience.
","NA","Mentor"
"Great leader of the interior design team.","NA","Mentor"
"Takes charge and does not hesitate to advance the team by collaborating with faculty and staff.
","NA","Mentor"
"Great on operating about everything especially heavy equipment, and watching behind it to make sure its not destroying any turf.","NA","Mentor"
"Good motivator.","STF","Mentor"
"Brandon is punctual and on time 30 minutes early each day.","NA","Mentor"
"Brandon can make decisions on his own without much guidance.","NA","Mentor"
"Brandon takes on any task assigned to him with enthusiasm and completes it with great precision.
","NA","Mentor"
"Hannah has successfully lead two project teams this semester.","NA","Mentor"
"She is able to keep everyone on task and complete all the work on time.
","STC","Mentor"
"Hannah is always taking leadership initiatives within her UPIC position.","NA","Mentor"
"She is given certain tasks and will go above and beyond to complete the task and also bring in additional roles.
","STC","Mentor"
"Hannah is just starting her career and as such may not have had the opportunity to demonstrate practical application in this area, however she is confident in her dealing with people.
","NA","Mentor"
"Hannah saw where improvements needed to be made in the program and took leadership over developing new solutions.
","NA","Mentor"
"Having one semester working in the Makerspace enables Nathan to be a great leader in this space next semester.
","NA","Mentor"
"Having worked in the Makerspace one Semester Jarod is well placed to be a great leader next semester.
","NA","Mentor"
"Hayley has great skills and just needs the experience to become a great leader.
","NA","Mentor"
"He can become frustrated with other's weaknesses/be overly critical.","NA","Mentor"
"This could make him more independent than he needs to be.
","NA","Mentor"
"He constantly impresses all of us by taking charge of his project
","NA","Mentor"
"He did a great job tapping into employees knowledge.","STF","Mentor"
"It is hard to gain the confidence to tap into higher level plant leaders in a summer, but that would be the next step in leadership growth in this category.
","NA","Mentor"
"He has very successfully taken the VR Immersive Space form a concept to a reality.","NA","Mentor"
"He has earned the respect of all who work with him - students, faculty and staff.
","NA","Mentor"
"He is a natural leader.","NA","Mentor"
"He takes charge and does things first.","NA","Mentor"
"He puts the example.
","NA","Mentor"
"He is not an outgoing person so stepping into a leadership role and understanding group dynamics can be hard for Andrew.
","NA","Mentor"
"He is very confident in this particular field, he was made for it.","NA","Mentor"
"He commits to learning something new every day.","NA","Mentor"
"His work ethic, sacrifice and commitment are unheard of for a guy his age!","STC","Mentor"
"Jonathan conducts himself in a professional manner and has represented Gray Engineering well.","NA","Mentor"
"He has learn many skills that will allow him to be a successful engineer in the future, such as AutoCAD, stormwater calculations, hydrology calculations, and utility construction field testing.","NA","Mentor"
"Jonathan has also learned to communicate with regulatory agencies and our clients when needed.
","NA","Mentor"
"He is very organize, passionate toward every subject, and displays a well leadership skill.
","NA","Mentor"
"He lack a little self-motivation that could have been reflective of his leadership style, which was not as assertive.","NA","Mentor"
"He also simply wasn't given a lot of opportunity to showcase leadership skills with some of the work we did this summer.
","NA","Mentor"
"He not only understands his strength and weakness, but he recognizes others' strength and weakness.","IDK","Mentor"
"When he develops leadership skills, he can be better at working with others, encouraging and supporting other team members by recognizing individual skills and competency.
","TF","Mentor"
"He often waited on others to respond to tasks first.
","NA","Mentor"
"He should continue to improve on his leadership skills.
","NA","Mentor"
"He showed to be the natural leader of the other UPIC students.","NA","Mentor"
"He motivated the others to do the needed tasks and was the first to respond to requests.
","IDK","Mentor"
"He thrives in a group environment, and I believe he would benefit from more leadership tasks.
","NA","Mentor"
"He understood his assignment and took the leadership to achieve goals.
","NA","Mentor"
"Her leadership skills are still strong, but has difficulty engaging others in projects.
","NA","Mentor"
"His role in this internship did not specifically require the leadership skill, but it will be necessary in his future career.
","NA","Mentor"
"Honestly, I don't know if this program put Ryan in too many situations where he needed to demonstrate leadership of this sort.","NA","Mentor"
"He is a very well rounded student and did a very good job in this internship.
","NA","Mentor"
"Honestly, in a co-op position, surrounded by full time employees, there is not much opportunity to demonstrate leadership.
","NA","Mentor"
"Honestly, it's hard to pick one for this, but I'd say leadership.","NA","Mentor"
"I think she will be a great leader one day, but is just getting her feet under her so she does have a lot to work on (as do we all).","NA","Mentor"
"But she's willing to have conversations, willing to lead a conversation, willing to step out and be vulnerable, ask questions and take constructive feedback.","NA","Mentor"
"And those are all great traits of good leaders.
","NA","Mentor"
"Horace displays great leadership with his mentee by guiding them in tho great academia study habits and when he sees a need of them he goesinto action.
","NA","Mentor"
"I am not sure if this is applicable as Mokarram was not placed in a position where he could demonstrate leadership.","NA","Mentor"
"I am working at University of Texas at El Paso.","NA","Mentor"
"Yunhui Peng worked in the summer to help my research group to conduct several research topics.","NA","Mentor"
"During his stay, he performed as a leader to organize and conduct the research with several other junior researcher/students.
","STC","Mentor"
"I believe as Allison gains more experience her ability to take on more leadership roles - she most definitely has the key characteristics that will allow her to be a leader.
","NA","Mentor"
"I believe Jenna can grown the area of voicing her own opinions in a larger group setting--she has so much to say but often does not.","NA","Mentor"
"I believe that this internship has helped her take ownership of one of our particular tools, our newsletter, as she has advocated for various updates and made it her own--and I would love to see her do this in other areas of her academic, professional, and social life.
","NA","Mentor"
"I believe that I didn't provide her with enough opportunities to grow in this area.","NA","Mentor"
"Next fall semester, she will be working with us in a FT UPIC position, and will be managing several larger projects on her own.","NA","Mentor"
"This will help her gain more experience in this competency.
","NA","Mentor"
"I cannot answer this question and made a selection only because forced to by the software.
","NA","Mentor"
"I chose leadership since Mary Elizabeth did not have the opportunity to lead in our research assistant position.","NA","Mentor"
"As she progresses in her education and career, I'm sure Mary Elizabeth will encounter situations in which she will embrace the chance to develop and grow as a leader.
","NA","Mentor"
"I could have chosen several for LaMarr, but I chose Leadership because LaMarr has demonstrated excellent leadership skills this semester, especially with his team of Student Event Coordinators.","NA","Mentor"
"LaMarr has so much positive energy that he is able to lead by example.","STF","Mentor"
"His positive attitude and outlook has also been encouraging to others this semester.","STF","Mentor"
"LaMarr has done a fantastic job at sharing ideas, setting goals for himself and the team and supporting others during very busy times.","STF","Mentor"
"LaMarr also expressed interest in cross-training in our department and took advantage of opportunities to do so.","NA","Mentor"
"LaMarr is only a freshmen","NA","Mentor"
"so I look forward to watching (and hopefully mentoring) him as he continues to develop into an even stronger leader!
","NA","Mentor"
"I did not experience Ashley utilizing leadership skills to her full potential.","NA","Mentor"
"She definitely is a leader, and I think she would excel if given the opportunity.
","NA","Mentor"
"I didn't give Daniel many opportunities to leverage others' strengths to achieve a vision.","NA","Mentor"
"However, the couple of times he was in charge of others, I saw great potential to be an effective leader, but room for improvement as well.","NA","Mentor"
"Daniel can sometimes allow emotions to supersede his decision-making skills when tensions increases in a situation.
","NA","Mentor"
"I didn't see Maggie take a leadership role in leveraging her free time into new areas.","NA","Mentor"
"Once an intern is trained into the job, he or she usually sees a few hours a week open to additional projects.","NA","Mentor"
"Maggie seemed content to do only what was necessary - even when asked to do more.","NA","Mentor"
"This internship has a lot of freedom built into it, and I ask each intern to identify a need and solve it during the last month they are here.","NA","Mentor"
"She didn't take authority, rather just waited to be told what to do.
","NA","Mentor"
"I do not believe Erika is always able to identify others strengths.","NA","Mentor"
"She gets others involved, but do not know if she sees the strengths youth have or the potential they have in all situations.
","IDK","Mentor"
"I do not see this as a weakness -","NA","Mentor"
"I think A'va is well rounded in all of these competencies.","NA","Mentor"
"I would like to see her utilize those strengths in positions of leadership to continue to grow and develop her resume.
","NA","Mentor"
"I do wish we had more opportunities to evaluate this competency.","NA","Mentor"
"Autumn is a very quick and decisive worker, which comes with many advantages.","NA","Mentor"
