ID,PID,Text
42,42_0,"""As with Erin, Sam did not demonstrate any lacking in leadership, but it is probably just the least demonstrated within the role (which is probably my own fault in designing the internship).""
"
43,43_0,"""Ashleigh could work on her leadership skills."
43,43_1,"She can be a leader, but can be overshadowed by others or others do not always follow along with her plans even if it is a good plan or idea.""
"
44,44_0,Ashleigh is great at communication but could improve upon her leadership skills.
44,44_1,"What she does within the realm of communication could be expanded upon to further recognize and capitalize upon the strengths of those she is working with.
"
45,45_0,"""Ashley is a very good leader, but there are times when others are not willing to do something."
45,45_1,In those cases she is not sure how to motivate them to get involved.
45,45_2,"She will try other methods, but if she can not get them to get involved she will become frustrated.""
"
46,46_0,"""At his age, this is not a bad thing."
46,46_1,"This will come in time.""
"
47,47_0,"""At this stage of the internship, Leadership would be a difficult competency to demonstrate but needs to be an area of focus as Alvin progresses in his career.""
"
48,48_0,"""Audra, has shown great leadership in the general operation of the makerspace, however has not been given the opportunity to take a leadership role within the internship team."
48,48_1,"I believe she has the ability and would encourage her to grow in this further.""
"
49,49_0,Azrin maintained a great relationship with his mentees throughout the entire year.
49,49_1,"He was often called upon to be a representative for PEER to talk about our organization and the services that we offer.
"
50,50_0,"""Bailey brings a level a poise to the work she does that very few othere in her peer group could acheive."
50,50_1,"She takes charge of situations, she is self-directed and she finds ways to bring great things out of those she works with, even beyond what they thought was possible.""
"
51,51_0,"""Bailey is a growing leader, but still has ways to grow in her confidence and ability to step up and step out in taking on leadership roles.""
"
52,52_0,"""Bailey worked one part-time internship and her goals were to learn job skills needed to perform her job tasks."
52,52_1,"In one semester, she was not able to attain the experience needed to develop leadership skills.""
"
53,53_0,"""BECAUSE I DIDN'T ALLOW FOR ANY EXPOSURE FOR CHINMAY."
53,53_1,IT WOULD HAVE BEEN A BENEFIT
53,53_2,"BUT, THE SITUATION DIDN'T ALLOW""
"
54,54_0,"""Because of not being an engineering major, Isabelle holds back some from taking a frontal role in our STEM programs."
54,54_1,"She is an excellent team player.""
"
55,55_0,"""Because of not having the engineering background, Hannah was somewhat hesitant to take the lead with our STEM programs."
55,55_1,"However, she was eager to be part of the team, always very helpful and was excellent in giving an insightful, different perspective.""
"
56,56_0,"Because she hasn't the opportunity to leader a team
"
57,57_0,"""Becca is a great team player, but does not always step up and take the leadership role in areas where we know that she would excel.""
"
58,58_0,"""Being the newest member of the team, I did not expect this competency."
58,58_1,"But Sarah Grace can be reserved, so it will be interesting to see how this skill develops.""
"
59,59_0,"Ben has a demonstrated record of accomplishing tasks and keeping the shop running smoothly
"
60,60_0,"""Ben's greatest area for improvement is in the category of leadership."
60,60_1,"As an intern, Ben had the opportunity to lead a team in a week long focus on workplace organization and ventilation."
60,60_2,"While he did a great job, it was apparent that, as with us all, further development in this area is necessary."
60,60_3,"He should work to understand other's strengths and weaknesses and apply the strengths in a way that advances the team towards its common goal.""
"
61,61_0,"""Bethany was not able to be in a position of leadership, so it was difficult to evaluate this characteristic."
61,61_1,"I'm sure she would thrive though in a leadership position if she were in one.""
"
62,62_0,"""Blaine exceeds all expectations in these fields."
62,62_1,If i have to choose one with slight improvement it would be leadership.
62,62_2,"Though she leads well, assertiveness can sometimes lack."
62,62_3,"Confidence in decision would bring her to a cut above the rest.""
"
63,63_0,Blaine is very proactive and shows great initiative at times.
63,63_1,"I would love to see her step up more into a leadership roll come spring to help support and train the new intern as her knowledge of this position has grown immensely.
"
64,64_0,"""Blaine, has been with me for two years."
64,64_1,Her greatest strengths would be all of the above.
64,64_2,She has developed and learned this job over the years that I am able to lean on her when things get crazy.
64,64_3,Blaine has the patience and where with all to assist and pick up in any event/situation.
64,64_4,"She has been a leader in helping to train the incoming UPIC intern and make sure they have all of the information they need to succeed.""
"
65,65_0,"""Bradley has already a very comprehensive set of advanced skills."
65,65_1,Leveraging these skills and developing leadership will set him on a very successful career path.
65,65_2,"This is not to say that Bradley has a weakness in this area, but to emphasize his great potential.""
"
66,66_0,"""Brendan's role did not require leadership to be successful, but in the future Brendan could improve and be a leader to leverage others strengths to achieve a common goal.""
"
67,67_0,"""Bri is definitely able to identify others strengths and challenges, but she sometimes lacks the confidence to act on her instincts in helping others improve or encouraging them to tap into their strengths for future use.""
"
68,68_0,"""Brianna is young and does not have a lot of experience."
68,68_1,But this will come.
68,68_2,"She is confident and articulate and with time and experience, people will follow.""
"
69,69_0,"Brittanie has not had multiple opportunities to grow her leadership skills and realizes that she needs to improve these skills.
"
70,70_0,"Brittany is aware of task ans dutities assigned
"
71,71_0,Brooke has a strong personality and will mature into a great leader.
71,71_1,"Right now she is watching and establishing herself and the future leader she will become.
"
72,72_0,"""By nature, LeeAnna is more quiet and reserved."
72,72_1,"As she matures in her career, I hope she will be more confident in herself and become a leader in her field!""
"
73,73_0,"""By no means a weakness, Madison has been a good leader in helping the new interns learn the ropes."
73,73_1,"She is very quiet, but could be an amazing leader.""
"
74,74_0,"""Caleb has all of the skills to be a great leader but he doubts himself, in addition he needs to understand strategy, empathy for others, and how to use his thoughts to influence others.""
"
75,75_0,"Can be more assertive
"
76,76_0,"""Cannot evaluate his leadership skills."
76,76_1,"Given all of his other positive traits, I have no doubt that he will become a strong leader.""
"
77,77_0,"""Carl did amazing during his internship and has a lot of leadership potential."
77,77_1,I think the first couple months he was getting acquainted with everyone and finding out other strengths to leverage.
77,77_2,I listed this as an area of improvement as I believe some things he was working on independently he could've asked for help sooner or leveraged others to be more effective.
77,77_3,"Regardless, he is a rockstar intern to have and i felt very comfortable having him practice leadership by dealing with other teams and managers directly.""
"
78,78_0,CARMEN IS A NATURAL LEADER
78,78_1,BUT SHE DID NOT HAVE THE OPPORTUNITY
78,78_2,TO EXCEL IN OUR ORGANISATION.
78,78_3,THIS IS SOMETHING
78,78_4,SHE CAN ASPIRE
78,78_5,"TO LATER ON
"
79,79_0,"""Caroline lead the team that produces the English department newsletter."
79,79_1,"Her group successfully completed 7 issues of the newsletter which required interviewing, editing, and producing around 30 articles.""
"
80,80_0,Caroline's greatest area for improvement is leadership because she tends to wait for others to give her things to do and will take a backseat to others in a group project.
80,80_1,"I think leadership includes having initiative and that's something Caroline could improve on as well.
"
81,81_0,"Carter lead the UPIC magazine project this year and successfully managed her team.
"
82,82_0,Cassarra was able to guide her mentees in a positive manner in their academics making sure that they used and applied all of their resources.
82,82_1,"She also kept her mentees engaged with other activities across campus.
"
83,83_0,Castles served as my right hand and delegated responsibilities to his peers.
83,83_1,"He showed managerial leadership even when spread thin between two research projects and many assignments I gave him.
"
84,84_0,"Catherine has not had as much opportunity for leading tasks so we plan to work on that next semester.
"
85,85_0,"""Catherine is always accepting of projects or tasks when asked, but I think she has room in grow in taking ownership of projects - identifying the next steps herself, noticing problems or issues, improving upon them, and bringing others into the project.""
"
86,86_0,"""Chandra was a critical resource on many of our projects, but he wasn't asked to lead projects."
86,86_1,"He could benefit from the opportunity to lead and drive a high impact project.""
"
87,87_0,"""Chandra's leadership and communication skills have grown during his many months here, but there is still room for improvement."
87,87_1,"He has taken a technical lead role, but he could benefit from the experience of leading a cross-functional project.""
"
88,88_0,"""Chanty is a great leader, but could continue to grow in her leadership skills as she finishes her senior year and approaches graduation."
88,88_1,"Being sure to pull on strengths of all people involved in her group.""
"
89,89_0,"""Chase does put a good foot forward, he is a driver and make things happen.""
"
90,90_0,"Chase needs to be more empathetic and understanding of his fellow team members and then how he needs to adjust his management style to address concerns.
"
91,91_0,"""Cheng did lead his project, and has led others in its completion, so I wouldn't want him to think this is a weakness."
91,91_1,"However, I think there are opportunities to further develop his ability to communicate what he's doing, why it matters, and what he needs from others to get it done."
91,91_2,"These are skills that most people develop over years in the workplace, so I would not expect a PhD student to have obtained them yet.""
"
92,92_0,"""Chip, doesn't always make decisions, sometimes he defers to Owen, when he should make the decision himself.""
"
93,93_0,"Chris was able to lead groups of students in a manner that both parties respected each other and work was positive.
"
94,94_0,"Clary lead in many ways amongst his peers.
"
95,95_0,Colleen has a well balanced skill set for a writing/editing position but I would have to say that leadership in the team is where she could most improve.
95,95_1,other members of the team have been very independent and while Colleen would clearly like a greater level of collaboration she's not been able to find the common ground on which to build that.
95,95_2,"Leadership is often the most difficult skill for students to learn and I think that with another semester on the team she could make great strides.
"
96,96_0,"Colleen is just starting to grow in the area of Leadership in learning to take ownership of her projects.
"
97,97_0,Collin is quiet and reserved with staff.
97,97_1,"We would like to groom him to become more involved with mentoring our underrepresented freshmen students.
"
98,98_0,"""Connor works very well on his own and with others, but did not take charge when given the opportunity."
98,98_1,"He has good leadership qualities and could do well in that capacity, but his performance in this internship showed only his capabilities for following others direction.""
"
99,99_0,Considering that leadership is perceived / exercised differently in an international corporation like Daimler compared to the university level I believe it is common that interns like Jennifer have a hard time to exercise leadership on their own.
99,99_1,"She brings the necessary tools to be a leader but has had few opportunities yet to execute based on those skills.
"
100,100_0,Corey can work on planning out the next phases of projects from a high level before going into the details as this will allow him to keep a tighter project schedule.
100,100_1,"This skill will come with experience as he develops more expertise with projects.
"
101,101_0,"Could be a bit more engaged and take a leadership role in the team
"
102,102_0,"Courtney's unfamiliarity with the field kept her from exercising the confidence needed for leadership.
"
103,103_0,"Create a vision of how an area can be better and set a program to achieve this vision.
"
104,104_0,"Crystal has a take charge lead with great expectations and showing other how to as well.
"
105,105_0,"""Dalvin is pretty quiet, but I feel he could be a fantastic leader given the right opportunity."
105,105_1,"He's smart and can figure things out quickly.""
"
106,106_0,Damea is very convincing and gets her ideas across well.
106,106_1,"She can improve in encouraging input from others.
"
107,107_0,"""Danielle didn't have many opportunities to demonstrate her leadership skills while she was with us; however, I believe she would have great skill and confidence in anything that she attempted, so continuing to develop her leadership skills when given the opportunity would be to her benefit.""
"
108,108_0,"David has done a wonderful job serving as the lead on many projects to deliver great results.
"
109,109_0,"Deepa needs to learn to share her knowledge and understanding of technology and processes to better engage others into her projects.
"
110,110_0,"Deidra has one of the hardest group of mentees to wor with (transfer students) but she has been able to reach them and for a great group of students.
"
111,111_0,Delaney came into this internship already participating in several of the programs that I am involved in.
111,111_1,She was able to take our work to the next level by taking the lead and forming new partnerships with groups on campus!
111,111_2,"She also took the lead with our instagram page which has resulted in much more engagement with other students!
"
112,112_0,"""Delaney doesn't see herself as a leader, but I put her into a leadership position of sorts partway through the semester, and she took the reins and ran with it."
112,112_1,"Although the outcome wasn't what I was hoping (this was for our division intern project...which fell flat on the staff side, mostly, but partly on the intern side), she was willing to allow me to put her into a leadership position for a project that she wasn't initially supposed to lead, and was asked to kind of pick up the pieces and produce a product."
112,112_2,They weren't really able to pull it together  unfortunately  but she set off on the right path.
112,112_3,"There's some work there to do, but I think she has great potential as a future leader.""
"
113,113_0,Delaney has been an intern in the Studio for awhile and you can see the other interns look to her for guidance and help.
113,113_1,"It is a role she embraces and thrives in.
"
114,114_0,"""Delaney has been tasked to complete one """"big project"""" before her internship has finished and was recommended to seek out advise and insight from people in other areas of the business."
114,114_1,"Although she has done this to an extent, I feel she could make better use of other's knowledge and use it to her advantage."
114,114_2,"Delaney should feel confident and empowered to ask senior colleagues for advise and help to inform her work.""
"
115,115_0,"Demonstrated great leadership with her mentees.
"
116,116_0,Diamond does a great job taking initiative and following through with her projects.
116,116_1,"She is also an RA and is a natural leader.
"
117,117_0,"Didn't have much opportunity for this
"
118,118_0,"Displays great leadership with her mentees and guideing them in their freshman year.
"
119,119_0,"""During this next semester, it will be rewarding to see Allie's improvements in this area."
119,119_1,"I will be asking Allie to lead a project.""
"
120,120_0,"""During this semester we identified that Chip would be the best person to lead the Makerspace in the Fall, based, on part, to his leadership skills""
"
121,121_0,"Emily as our senior student intern served as a model and a guide for all of the other interns helping us to integrate them into our workflow very smoothly.
"
122,122_0,"Emily has always been a leader but this year grew in this area even more so being our most senior intern and serving as an example and guide to our other 4 interns.
"
123,123_0,Emily hasn't had the opportunity to take the lead on a significant project.
123,123_1,"We plan to begin giving her this opportunity beginning in the spring.
"
124,124_0,"""Emma shows tremendous initiative and maturity in developing, communication and bringing to fruition her vision for Clemson's Sustainability initiatives."
124,124_1,"She has outstanding leadership skills that will take her far in her career.""
"
125,125_0,"""Emmaline has had to work with many different stakeholders, including students, faculty, staff and external organizations, and she has been able to achieve her vision in doing so.""
"
126,126_0,"""Eric was great at working independently and along with others to achieve project goals and has the capability to be a great leader."
126,126_1,"During his internship with us he did not take leadership over the projects he was given to bring them to success, rather he relied on others."
126,126_2,"This may be a note for us and our internship to provide more opportunities for leadership to the students.""
"
127,127_0,"""Eva didn't have many opportunities to lead others while in her position."
127,127_1,"However, when given the chance she jumped at it.""
"
128,128_0,"""Even though I consider Ian a great leader he introverts very quickly which isolates his work function, with he knowledge drive and charisma he will be a great leader.""
"
129,129_0,"""Even though Reilley is an excellent Cast member, she needs to learn how to lead and push her peers to do better and improve their performance.""
"
130,130_0,"""Even though she will be studying abroad in the spring and wont be interning for the Watt Center, I would still love to keep up with Carolines growth in her leadership skills."
130,130_1,"She is poised, fun to be around and really understands the work she is doing."
130,130_2,"She is able to see the bigger picture and long-term goals, which would serve her well in leadership roles."
130,130_3,"I think she possesses many of the characteristics and qualities, now its just time for her to pull all of them together as a leader.""
"
131,131_0,"""Even though she wont be interning for the Watt Center this fall, I would still love to keep up with Hannahs growth in her leadership skills."
131,131_1,"Hannah follows through on what she says she will do, she makes good decisions, and she has a great personality."
131,131_2,"She is able to see the bigger picture and long-term goals, which would serve her well in leadership roles."
131,131_3,"I think she possesses many of the characteristics and qualities, now its just time for her to pull all of them together as a leader.""
"
132,132_0,"""Everyone have our own personality and its good to understand the variety, but proactivity and leadership are areas that must be improved everyday, no matters what type of personality you have."
132,132_1,"In Gwyn's case, leadership is good but shyness kills it."
132,132_2,"I truly believe that improving this areas will make her a excellent professional.""
"
133,133_0,"Fewer opportunities have been provided in this area thus far.
"
134,134_0,"Furthering leadership skills simply requires additional time and experiences to add to her already growing knowledge.
"
135,135_0,"Gabrielle didn't have a lot of opportunities to show off her leadership skills.
"
136,136_0,"""Great intern and a great person to work with."
136,136_1,"This is the only area that I can think of that would need improvement, which will come with experience.""
"
137,137_0,Great leader of the interior design team.
137,137_1,"Takes charge and does not hesitate to advance the team by collaborating with faculty and staff.
"
138,138_0,"""Great on operating about everything especially heavy equipment, and watching behind it to make sure its not destroying any turf."
138,138_1,Good motivator.
138,138_2,Brandon is punctual and on time 30 minutes early each day.
138,138_3,Brandon can make decisions on his own without much guidance.
138,138_4,"Brandon takes on any task assigned to him with enthusiasm and completes it with great precision.""
"
139,139_0,Hannah has successfully lead two project teams this semester.
139,139_1,"She is able to keep everyone on task and complete all the work on time.
"
140,140_0,Hannah is always taking leadership initiatives within her UPIC position.
140,140_1,"She is given certain tasks and will go above and beyond to complete the task and also bring in additional roles.
"
141,141_0,"""Hannah is just starting her career and as such may not have had the opportunity to demonstrate practical application in this area, however she is confident in her dealing with people.""
"
142,142_0,"Hannah saw where improvements needed to be made in the program and took leadership over developing new solutions.
"
143,143_0,"Having one semester working in the Makerspace enables Nathan to be a great leader in this space next semester.
"
144,144_0,"Having worked in the Makerspace one Semester Jarod is well placed to be a great leader next semester.
"
145,145_0,"Hayley has great skills and just needs the experience to become a great leader.
"
146,146_0,He can become frustrated with other's weaknesses/be overly critical.
146,146_1,"This could make him more independent than he needs to be.
"
147,147_0,"He constantly impresses all of us by taking charge of his project
"
148,148_0,"""He did a great job tapping into employees knowledge."
148,148_1,"It is hard to gain the confidence to tap into higher level plant leaders in a summer, but that would be the next step in leadership growth in this category.""
"
149,149_0,"""He has very successfully taken the VR Immersive Space form a concept to a reality."
149,149_1,"He has earned the respect of all who work with him - students, faculty and staff.""
"
150,150_0,He is a natural leader.
150,150_1,He takes charge and does things first.
150,150_2,"He puts the example.
"
151,151_0,"He is not an outgoing person so stepping into a leadership role and understanding group dynamics can be hard for Andrew.
"
152,152_0,"""He is very confident in this particular field, he was made for it."
152,152_1,He commits to learning something new every day.
152,152_2,"His work ethic, sacrifice and commitment are unheard of for a guy his age!"
152,152_3,Jonathan conducts himself in a professional manner and has represented Gray Engineering well.
152,152_4,"He has learn many skills that will allow him to be a successful engineer in the future, such as AutoCAD, stormwater calculations, hydrology calculations, and utility construction field testing."
152,152_5,"Jonathan has also learned to communicate with regulatory agencies and our clients when needed.""
"
153,153_0,"""He is very organize, passionate toward every subject, and displays a well leadership skill.""
"
154,154_0,"""He lack a little self-motivation that could have been reflective of his leadership style, which was not as assertive."
154,154_1,"He also simply wasn't given a lot of opportunity to showcase leadership skills with some of the work we did this summer.""
"
155,155_0,"""He not only understands his strength and weakness, but he recognizes others' strength and weakness."
155,155_1,"When he develops leadership skills, he can be better at working with others, encouraging and supporting other team members by recognizing individual skills and competency.""
"
156,156_0,"He often waited on others to respond to tasks first.
"
157,157_0,"He should continue to improve on his leadership skills.
"
158,158_0,He showed to be the natural leader of the other UPIC students.
158,158_1,"He motivated the others to do the needed tasks and was the first to respond to requests.
"
159,159_0,"""He thrives in a group environment, and I believe he would benefit from more leadership tasks.""
"
160,160_0,"He understood his assignment and took the leadership to achieve goals.
"
161,161_0,"""Her leadership skills are still strong, but has difficulty engaging others in projects.""
"
162,162_0,"""His role in this internship did not specifically require the leadership skill, but it will be necessary in his future career.""
"
163,163_0,"""Honestly, I don't know if this program put Ryan in too many situations where he needed to demonstrate leadership of this sort."
163,163_1,"He is a very well rounded student and did a very good job in this internship.""
"
164,164_0,"""Honestly, in a co-op position, surrounded by full time employees, there is not much opportunity to demonstrate leadership.""
"
165,165_0,"""Honestly, it's hard to pick one for this, but I'd say leadership."
165,165_1,"I think she will be a great leader one day, but is just getting her feet under her so she does have a lot to work on (as do we all)."
165,165_2,"But she's willing to have conversations, willing to lead a conversation, willing to step out and be vulnerable, ask questions and take constructive feedback."
165,165_3,"And those are all great traits of good leaders.""
"
166,166_0,"Horace displays great leadership with his mentee by guiding them in tho great academia study habits and when he sees a need of them he goesinto action.
"
167,167_0,I am not sure if this is applicable as Mokarram was not placed in a position where he could demonstrate leadership.
167,167_1,"However I believe that in the future if placed in these situations he could learn and grow in this area.
"
168,168_0,"""I am working at University of Texas at El Paso."
168,168_1,Yunhui Peng worked in the summer to help my research group to conduct several research topics.
168,168_2,"During his stay, he performed as a leader to organize and conduct the research with several other junior researcher/students.""
"
169,169_0,"I believe as Allison gains more experience her ability to take on more leadership roles - she most definitely has the key characteristics that will allow her to be a leader.
"
170,170_0,"""I believe Jenna can grown the area of voicing her own opinions in a larger group setting--she has so much to say but often does not."
170,170_1,"I believe that this internship has helped her take ownership of one of our particular tools, our newsletter, as she has advocated for various updates and made it her own--and I would love to see her do this in other areas of her academic, professional, and social life.""
"
171,171_0,"""I believe that I didn't provide her with enough opportunities to grow in this area."
171,171_1,"Next fall semester, she will be working with us in a FT UPIC position, and will be managing several larger projects on her own."
171,171_2,"This will help her gain more experience in this competency.""
"
172,172_0,"I cannot answer this question and made a selection only because forced to by the software.
"
173,173_0,"""I chose leadership since Mary Elizabeth did not have the opportunity to lead in our research assistant position."
173,173_1,"As she progresses in her education and career, I'm sure Mary Elizabeth will encounter situations in which she will embrace the chance to develop and grow as a leader.""
"
174,174_0,"""I could have chosen several for LaMarr, but I chose Leadership because LaMarr has demonstrated excellent leadership skills this semester, especially with his team of Student Event Coordinators."
174,174_1,LaMarr has so much positive energy that he is able to lead by example.
174,174_2,His positive attitude and outlook has also been encouraging to others this semester.
174,174_3,"LaMarr has done a fantastic job at sharing ideas, setting goals for himself and the team and supporting others during very busy times."
174,174_4,LaMarr also expressed interest in cross-training in our department and took advantage of opportunities to do so.
174,174_5,LaMarr is only a freshmen
174,174_6,"so I look forward to watching (and hopefully mentoring) him as he continues to develop into an even stronger leader!""
"
175,175_0,"""I did not experience Ashley utilizing leadership skills to her full potential."
175,175_1,"She definitely is a leader, and I think she would excel if given the opportunity.""
"
176,176_0,"""I didn't give Daniel many opportunities to leverage others' strengths to achieve a vision."
176,176_1,"However, the couple of times he was in charge of others, I saw great potential to be an effective leader, but room for improvement as well."
176,176_2,"Daniel can sometimes allow emotions to supersede his decision-making skills when tensions increases in a situation.""
"
177,177_0,"""I didn't see Maggie take a leadership role in leveraging her free time into new areas."
177,177_1,"Once an intern is trained into the job, he or she usually sees a few hours a week open to additional projects."
177,177_2,Maggie seemed content to do only what was necessary - even when asked to do more.
177,177_3,"This internship has a lot of freedom built into it, and I ask each intern to identify a need and solve it during the last month they are here."
177,177_4,"She didn't take authority, rather just waited to be told what to do.""
"
178,178_0,"""I do not believe Erika is always able to identify others strengths."
178,178_1,"She gets others involved, but do not know if she sees the strengths youth have or the potential they have in all situations.""
"
179,179_0,"I do not find any of these to be a particular area of weakness; but select leadership only because it is not an area where I've had the opportunity to position Wajdi in a team allowing him to take on such roles.
"
180,180_0,I do not see this as a weakness -
180,180_1,I think A'va is well rounded in all of these competencies.
180,180_2,"I would like to see her utilize those strengths in positions of leadership to continue to grow and develop her resume.
"
181,181_0,"""I do wish we had more opportunities to evaluate this competency."
181,181_1,"Autumn is a very quick and decisive worker, which comes with many advantages."
181,181_2,"At the same time, I believe her work style may miss opportunities to share ideas and connect."
181,181_3,"My encouragement for her would be to identify that goal, and develops tasks towards that goal, but take the time to reflect, research, organize, and modify with the input of others.""
"
182,182_0,"""I don't believe Jacob has had the opportunity to develop his leadership skills extensively at this time."
182,182_1,"This takes a certain amount of experience and time to develop to a high degree, as working with various personalities can be challenging."
182,182_2,"When given the opportunity, I am certain that he will develop these skills and prove to be a very competent leader.""
"
183,183_0,"""I don't know that he doesn't have this leadership skill, it was just not demonstrated in the internship."
183,183_1,"I don't think I gave him a real opportunity to show his leadership skills.""
"
184,184_0,"""I don't really feel like there is an area where she could improve."
184,184_1,"But, if i had to choose one i would say this one simply because we all can strive to improve in this area."
184,184_2,"This will simply come with experience as she grows in her career.""
"
185,185_0,"""I feel leadership is the greatest are for improvement for Krystin because she is willing to take on any task given to her, but does not take the lead herself."
185,185_1,"While she has been my social media & marketing intern for 3 rotations, she still lacks some initiative to get projects started and push other marketing interns to do the same.""
"
