ID,PID,Text
38,38_1,"We debated the best use of our time, the best design for a product, and possible solutions to problems we encountered. ""
"
39,39_0,"""After our events were over, I gathered people in order to get feedback on the events."
39,39_1,"It was important for me to gain valuable feedback so that the events are even better next year. ""
"
40,40_0,"""After several meetings, I persuaded my mentor to accept my idea and finally we ran a study which is designed by me.""
"
41,41_0,"""After the camps I worked at were over, the staff would all come together and discuss things we thought went well and things we thought could be improved."
41,41_1,"Being confident and learning how to communicate these ideas in a positive way was something I did really well, and I think it helped others to do the same thing as well.""
"
42,42_0,"""After the Entrepreneurship and Innovation Celebration, Helen and I presented our work and accomplishments throughout the semester to the Spiro Board, and described how we'd been leading the initiative to spread entrepreneurship more widely across the seven different colleges here on campus."
42,42_1,"We received very positive feedback and enthusiasm from this group of stakeholders to continue encouraging our efforts.""
"
43,43_0,"""Again, because of the division in work and many projects nearly complete in design, it was difficult to take leadership."
43,43_1,"I noticed the way work was distributed was based on where each of our strengths lied, with one being great with technical drawings and knowing the firm's standards, somebody else being strong with materials and attention to detail, and mine being able to make presentable work to appeal to clients."
43,43_2,"Because of this, work was divided up by who had the best strengths for a project and passed on when another's strength was required. ""
"
44,44_0,"""Again, during our lean events, Lisa and I brought together large groups on people and had to get them to agree on a new process."
44,44_1,"We had to keep in mind the larger goals of the university and keep everyone aligned on what we wanted and how to achieve it moving forward. ""
"
45,45_0,"""Again, on the elected board of the intern networking group, I helped facilitate meetings and provided guidance to enable the forward progress of group tasks.""
"
46,46_0,"""Again, teaching the MedEx students allowed me to expand on my leadership skills, show them what the mission of the program was, and assist them in working through this. ""
"
47,47_0,"""Again, this takes me back to working on the workflows with the whole office."
47,47_1,The majority of the office would sit in on these planning meetings and everyone would hash out their ideas and thoughts for the work flows and as we were putting together a step by step process.
47,47_2,"There were many times where we stopped and I, or someone else, would bring up an idea that made other people express their opinions on the process steps and what is the right order or if there should be steps added in.""
"
48,48_0,"""Again, when meeting about the Clemson World research process and compilation, I wanted to hear opinions and advice from people in other departments."
48,48_1,"During the meeting, we discussed what would make the process easier and how I could incorporate that into a how-to guide for conducting Clemson World research.""
"
49,49_0,"""Again, working with the director of science communication, I have been working on helping him and the department work together to create a new photojournalism style for some research project image sets. ""
"
50,50_0,"""Alexander and I spent a lot of time working together, so it was very important to me that we both had our voices heard when creating something."
50,50_1,"Most specifically, we had the task of creating a powerpoint slide, and wanted to bring all of our ideas together to make something we could be proud of."
50,50_2,"Sharing that common goal helped us to be respectful of each other, and have a final product that incorporated elements contributed by both of us.""
"
51,51_0,"""Aligning group objectives with global objectives was one of my primary roles in my internship."
51,51_1,I was working with teams who are working on a variety of projects to address needs in Haiti.
51,51_2,"In order to help them progress, I would often help them align their narrow objectives such as writing a literature review to why they are doing it."
51,51_3,"There was a constant need for relating small goals to global issues, particularly the global water crisis. ""
"
52,52_0,"All interns will have meetings with the manager where every individual is allowed to express his/her views contributing to company's goal. 
"
53,53_0,"""All interns, on their first day were told what the organization does and were introduced to various equipment and software that the company uses."
53,53_1,All of us were given reading material to strengthen the fundamentals of IC engines.
53,53_2,Shortly after we were asked about the projects that we had worked on and the software which we were familiar with.
53,53_3,"Together with their observations from interviews and face-to-face questions, they allotted us to respective departments."
53,53_4,"In this way, an industrial engineer with a mechanical engineering background was found to be an ideal candidate for Mfg Ops intern position."
53,53_5,I was a great substitute in that position by virtue of my 3 previous internships on the shop floor.
53,53_6,"Two other undergrad interns were proficient with CAD software since they had used it in their SAE BAJA team to design the frame of their all-terrain vehicle.""
"
54,54_0,"""All of the donors to the business school typically have one goal in mind: Building tomorrow's business leaders today."
54,54_1,"For one event we were managing, a special donor event held in Raleigh, NC, I was tasked with the job of calling several people to see if they were planning on attending."
54,54_2,"Some of the donors who answered the phone were short and choppy, quickly cutting me off to say """"I'm not donating any money."""
54,54_3,""" I had to quickly deviate from my script and ensure them that I was not calling to solicit donations - merely see if they received their invitation and if they were able to attend the event."
54,54_4,"Some of the people who had been slightly rude at the beginning of the call, quickly agreed to attend the event!""
"
55,55_0,All of the leaders in my lab work with respect and good leadership skills.
55,55_1,"My boss delegated work to the people in the lab so that their strengths were utilized
"
56,56_0,"""All of the supervisors that work at CB + D, show great leadership skills and molded us interns into leaders; they definitely instilled some of those leadership skills into us."
56,56_1,"Katrin, Rob, and Nathan showed time and time again what it was like to lead us to success.""
"
57,57_0,"""All the employees are supervisors are leaders every day here when they advise and talk to students."
57,57_1,"Same with communication, they know each student is different and they have to approach things differently every time."
57,57_2,"Some students are going to be fairly confident within themselves and know exactly what they want out of a study abroad experience, while others might need a little more encouragement to get out of their shell."
57,57_3,"They take the time to get to know students based on their personality and interests, and capitalize on them to find the program that is right for them."
57,57_4,"They do this day in and day out and they never get burned out or lose patience.""
"
58,58_0,All the supervisors and mentors in Clemson Abroad do a really good job of relying on the interns and capitalizing on their strengths.
58,58_1,"In the Clemson Abroad the interns do real work and are utilized to make the office run and to get everything done.
"
59,59_0,"""Almost every day I would discuss the daily routines with my fellow team members."
59,59_1,"We would correct any mistakes and develop better ways in mowing, blowing, and raking.""
"
60,60_0,"""Along with a talented, driven group of Clemson students, I am helping to create Clemson large-scale University hackathon."
60,60_1,"Fashioned in the style of MLH.io, CUhackit will be open to all students and will encourage team-oriented problem solving over the course of the 23-hour event."
60,60_2,"Knowing that this event is being planned, I approached my mentor, Sam, about the possibility of our team partnering with CUhackit."
60,60_3,I recognized that both organizations goals and interests aligned and had resources that synergize well.
60,60_4,"After approaching Sam, I was able to secure resources that would advance CUhackit through the use of Guidebook."
60,60_5,"This was a win-win for both organizations.""
"
61,61_0,"""Although I usually complete intern tasks, and don't take a great leadership role in the office, I set a standard for myself to partner with and support the office as a servant leader by completing tasks to the best of my ability. ""
"
62,62_0,"""Although I was not there for meetings about nutrition that were conducted with the various members of sports teams, I have observed my mentor capitalize on the different strengths and backgrounds of student athletes when having meetings regarding their nutrition."
62,62_1,Athletes arrange to meet with my mentor to develop a nutrition plan that is unique to their body type and sport.
62,62_2,"Being able to adjust and compensate for the wants and needs of athletes as well as utilize their strengths and weaknesses is essential in these meetings. ""
"
63,63_0,"""Although I'm the youngest, I have been working the longest."
63,63_1,"Therefore, there has been many instances where I have been look upon for guidance on what to do.""
"
64,64_0,"""Although this job did not have a specific leadership position, by taking initiative ,when I had no direction available, to complete an assignment would be an act of leadership to complete a common goal. ""
"
65,65_0,An example of a time I did this was during the project with the Continuing Medical Education (CME) office.
65,65_1,"We had a shared vision to provide CME credit to all attendees of the Research Education Series and I worked alongside them to ultimately achieve the goal. 
"
66,66_0,"""An example of leadership would be when I observed Mark Jensen (my mentor), divvying up tasks to the three interns (myself included) that were working at the time."
66,66_1,He had one intern who was familiar with all the server rooms take a new intern so that they could inventory those rooms while having more experienced intern teach the new intern.
66,66_2,"He then had me go assist a teacher with classroom technology, as I was experienced with assisting people from my job at the CCIT Support Center.""
"
67,67_0,"""An example of this occurring on the job would be when one of my fellow interns was producing a piece that I knew needed to be redone."
67,67_1,Here at Campus Banner we strive to produce quality over and over so that customers are content and return.
67,67_2,"As I saw this coworker compromising quality, I took it upon myself to make suggestions to redo the print."
67,67_3,"This is the way in which I showed leadership.""
"
68,68_0,"""Another major project of this internship is organization of our biannual Board meeting, where our Advisory Board comes together on campus to discuss initiatives, upcoming projects and future goals."
68,68_1,"I was able to take lead on organizing this meeting, including travel plans, setting up, day of schedule, entertaining and meals and the overall agenda to ensure we both reflect our successes towards our goals and focus on broader organizational goals as the program grows and expands.""
"
69,69_0,Anytime the Managers stepped out they always insisted that i specifically would make sure things are operating smoothly as if they were there.
69,69_1,"Maintaining a professional office dynamic. 
"
70,70_0,"""As a department, we asked Guest Services associates what are some ways to improve the department from their perspective.""
"
71,71_0,"""As a director, I am forced to take the lead on all projects and do things that other may not want to do."
71,71_1,I delegate work evenly and fairly in addition to taking responsibility for my whole team and their actions.
71,71_2,This includes making sure my marketing team knows how important the work we are doing in Haiti is.
71,71_3,"Because my entire team was new this semester, I had to constantly work to help them understand the vision of CEDC and get everyone on the same page.""
"
72,72_0,"""As a forestry intern, our boss frequently gave us tasks to do on our own to help us learn."
72,72_1,One thing we did was learn how to value timber stands.
72,72_2,"Once a tract is cruised, we have to take all the data and determine the value based on valuation trends and volumes."
72,72_3,This can be a daunting task to do becuase there are so many variables involved.
72,72_4,"As """"quarterback"""", I somewhat knew how to do some things, so I helped others do it as well so that we all learn the process."
72,72_5,"In the end, this internship is all about learning in order to be successful in our careers."
72,72_6,Knowledge is the most empowering thing I've learned during this internship.
72,72_7,"I attend many professional conferences with professional foresters and I'm able to bring this up in conversation.""
"
73,73_0,"""As a group we are able to solve student problems however, we know which one of us should lead the discussion as they know more about the application than the rest of us or have had more experience dealing with a specific problem.""
"
74,74_0,"""As a intern, not so much leadership role.""
"
75,75_0,"""As a manager of the RV parking for football season at the Snow Family Outdoor Fitness and Wellness Center, I was a leader and had to keep everyone interested in parking (over 300 people) up-to-date and aware of what was happening."
75,75_1,"Since there was construction on the property, things worked differently than normal, and I had to guide those interested, and help answer questions about why the reservation process was so complex. ""
"
76,76_0,"""As a member of the HR Engagement Committee, I encouraged others to take a well-rounded approach to getting to know there colleagues and giving back to the greater Clemson community."
76,76_1,I led my team through a series of service projects that would benefit the entire HR office.
76,76_2,"For example, our food and toiletry drive was most successful as we worked together to determine a donation and pick up schedule. ""
"
77,77_0,"""As a mentor when I held meetings with my mentees, I would have different topics to speak about."
77,77_1,"For each topic, sometimes I would open the floor for people to discuss even though some topics were difficult.""
"
78,78_0,"""As a mentor, I am responsible for helping the freshman adjust to college life, set goals, and stay organized and responsible for their own education."
78,78_1,I served as a conduit during registration and housing sign up for my mentees.
78,78_2,"I was able to listen to their goals and then apply them in a way that would help them, keep them on track, and eventually, achieve them during their time in college. ""
"
79,79_0,"""As a merchandise associate for Disney, we are constantly reminded of our guest's high expectations and our dedication to courtesy."
79,79_1,"After working for a few weeks, I was able to take a class called 'Next Level Courtesy,' which outlined tools and techniques to provide exemplary service to each guest."
79,79_2,"This involves engaging with the guest to form a great first impression, discovering what makes each guest unique, recommending products that fit the guests need, and closing the interaction."
79,79_3,"For older cast members, this was a different method than they were previously using."
79,79_4,Each cast member was able to express his/her concerns about these changes and their effectiveness.
79,79_5,"We were all able to learn from each other and take each input to form the best process.""
"
80,80_0,"""As a more experienced employee in the pressroom, I am often responsible for leading and encouraging in standards of practice so that we meet all of the Institute's goals and represent the Institute in the best way that we can. ""
"
81,81_0,"""As a part of my internship, I was invited to give a presentation to the Spiro Advisory Board ahead of the annual Pitch Smackdown."
81,81_1,"This is a board of Clemson Alumni, professors, and other influential venture capitalists and angel investors with a vested interest in Clemson entrepreneurship."
81,81_2,"During my presentation, I established a rapport and sense of purpose behind my and Dr. Hannon's case study initiative focused on highlighting alumni entrepreneurship and encouraging student entrepreneurship.""
"
82,82_0,As a part of the 'burst builds' and 'run at rates' the monitors would meet to document open issues and assign responsibility to different individuals/departments.
82,82_1,"Leadership from the operations manager played a big part in this.
"
83,83_0,"""As a part of the School Book Project, I was tasked with assisting the project head collect funds that would provide summer reading books to all of the elementary school students of a local Title 1 school."
83,83_1,We ended up deciding that wed communicate with various student organizations on campus and raise funds that way.
83,83_2,"I was able to bring in $300 worth of donations from student groups that have demonstrated passion for philanthropy, aligning the goals of their organizations, our internship, and the elementary school in a way that made us all feel good.""
"
84,84_0,"""As a team leader, I have to manage and evaluate each of the team members and if they are maintaining a suitable working standard or not."
84,84_1,"We worked together to ""
"
85,85_0,"""As a UPIC, I am a leader within the CI lab."
85,85_1,"I have given presentations on studies, helped other students create and implement their own studies, and communicated expectations and tasks needed to be done."
85,85_2,"I have also presented at Clemson's FOCI and plan to present at a Southeastern Psychological Association conference this spring to communicate the findings of a study that my group implemented. ""
"
86,86_0,"""As a UPIC, I am also part of the Creative Inquiry that my mentor is in charge of."
86,86_1,"I serve as a leader in that group of students and help them with certain tasks""
"
87,87_0,"""As a worker for CORE we were always leading trips and organizing trips."
87,87_1,"This required communication with participants via email, phone and text message."
87,87_2,Being prepared as a leader to answer any questions people may have about the location and ternary of our trip was key in being a good leader.
87,87_3,"We communicated for trip preparation by creating a google docs with an emergency action plan, time control plan and literary for the day."
87,87_4,"We also sent out emails the week before a trip went out to let participants know what to bring with them on the trip. ""
"
88,88_0,As an Aspire intern I was also enrolled in the Aspire CI.
88,88_1,The ending project for the CI was to produce a project proposal and present your research to the staff.
88,88_2,We were assigned groups to complete the assignment with: as you know group projects are never easy.
88,88_3,The members of my group could never agree or they would criticize the opinions that our group members shared.
88,88_4,I had to be the neutral member in this situation in order for the group to make progress and be productive.
88,88_5,"I would often suggest ideas that would be a compromise for both of their ideas. 
"
89,89_0,"As an important auxiliary department of the university we made efforts on our social media platforms to promote the messages of other departments and organizations across campus in order to help the in their goals to communicate effectively with the students faculty and staff
"
90,90_0,As an instructor I was constantly having to encourage the older participants that this was beneficial and necessary for their health.
90,90_1,They are very set in their ways
90,90_2,"so it took a lot of strength to stand to them and tell them how to make the lives they had already mastered better. 
"
91,91_0,"""As an intern at Clemson CAPS, I assist the broader organizational goals of the entire organization by promoting mental health awareness, and using my unique position as both Clemson student, and CAPS employee to promote the services we provide and assist in executing the long term goals of the organization."
91,91_1,"For example, I attended a Health Fair put on by Clemson where Savannah and I handed out brochures of the various programs CAPS offers, and met with interested students to walk them through the process of requesting counseling and meeting with clinicians in CAPS. ""
"
92,92_0,"""As an intern for the FIRST program, I needed to collaborate with the Student Org in order to organize and implement events that were beneficial for the students."
92,92_1,"In order to accomplish this, we had meetings throughout the month in which we would plan these events."
92,92_2,"I would lead the discussion and make sure everyone had a chance to voice their opinion, and then we would vote on a course of action."
92,92_3,"This worked very well, and we ended up having a successful and productive year.""
"
93,93_0,"As an intern I have sat in on many meetings taking meeting minutes and have had multiple opportunities to hear bosses and coworkers converse and respect one another while differing in opinions to eventually reach a common ground. 
"
94,94_0,As an intern I was able to lead a tour around the swine center in Clemson.
94,94_1,While showing the different 4-H members around the swine farm I was able to discuss not only the many parts of the actual swine farm and industry but about the many ideas that are mentioned about the swine industry.
94,94_2,"Through this tour I was able to open up discussion about the many things we hear about the pork industry and provide information/facts about pork products and swine. 
"
95,95_0,"""As an intern in the development office, when I first started working there the onboarding process was very complicated and if you were not the meticulous it was easy to not learn necessary materials."
95,95_1,I proposed to my boss that I take on a project to create an entire new intern manual from scratch.
95,95_2,This manual would have everything from the confidentiality pledge to instructions how to communicate with donors and everything in between.
95,95_3,"At first she was reluctant to have a first-year intern handle such a large task, but was convinced when I showed her my rough draft plan and explained how I knew what would be best to go in the manual because of my experience going through onboarding as an intern."
95,95_4,"After agreeing to let me create this manual and new onboarding system, I worked to create a very thorough, robust, and informational new intern manual."
95,95_5,I took feedback from the other interns and team members we worked with to create a one-inch thick binder that all the incoming interns will use to become an immersed member of the Development Team.
95,95_6,"When I showed my boss what I had created, she was impressed with the thoroughness of the information and suggested that I help train the interns for the following year. ""
"
96,96_0,"As an intern leadership will not matter much but when it comes to your team you should be supportive to all other team members.
"
97,97_0,"""As an intern there wasn't a lot of opportunity for leadership but countless opportunity to learn from other leaders."
97,97_1,My mentors were incredible.
97,97_2,"Not only was I learning from mentors such as those in video production, but I was learning from other people throughout the company."
97,97_3,C3 had these lunches called intern lunches and at each lunch somebody very important and high up in the company would talk to all the interns.
97,97_4,They were leaders in their fields and they were incredible at their jobs.
97,97_5,"They talked about where they got and how they got there and what it takes to do what they do and to become a leader.""
"
98,98_0,"""As an intern your are pretty much at the bottom of the food chain."
98,98_1,Leadership at this level is personal responsibility.
98,98_2,"Making sure you are to work on time, doing more than you are asked, and keeping a good attitude is what is really important. ""
"
99,99_0,"""As an intern, I served as a leader to student groups in Clemson."
99,99_1,"I consulted with the groups about what their objectives were and how they need to be tailored to ensure that we appropriately address global health issues and uphold our organization's values of accountability, service, and commitment. ""
"
100,100_0,"""As an intern, it was difficult to find leadership opportunities."
100,100_1,"But, I was lucky to fall under incredible leadership."
100,100_2,My supervisor inspired and pushed for an entire rebranding for the company a few months before I started.
100,100_3,This not only included the Marketing department but also the majority of the company would be experiencing major changes.
100,100_4,But my supervisor saw it as a massive opportunity than a challenge and he took everyone's strengths and made a great work force to continuing to make it work.
100,100_5,"The company is still working through the changes but the way he lead and viewed everyone on the team is what created so much success. ""
"
101,101_0,"""As being a seasoned intern with the Senate, the new interns often come to me with questions or asking for advice with their tasks. ""
"
102,102_0,"""As Captain, I am responsible for managing all student employees, but we also have non-student employees that work for our department, and we work with the other groups in the police department (officers, detectives, command staff, dispatchers)."
