ID,PID,Text
26,26_1,She methodically addressed each person on the research team to confirm that he or she was following through on job duties.
19,19_5,I also attended scrap meetings which took place with the COO of the plant.
1065,1065_6,"This was a great example of a supervisor recognizing and utilizing the specific strengths of an individual. ""
"
838,838_5,"Whenever she is creating marketing material, she asks me to look at it and make adjustments to format, colors, fonts, arrangement, text, etc. ""
"
961,961_2,"As leader of this project, I was tasked with the facilitation of the discussions surrounding this project."
1343,1343_2,"Because it is a small business, I felt comfortable enough to address the low morale employees and tell them the only way it'll ever get better is to address the issues."
1083,1083_0,The plant manger at my plant leads a team of supervisor from all departments.
68,68_0,"As an important auxiliary department of the university we made efforts on our social media platforms to promote the messages of other departments and organizations across campus in order to help the in their goals to communicate effectively with the students faculty and staff
"
903,903_2,My supervisor saw skills
737,737_4,"Ultimately, they all finished the maths problems and turned in their assignments."
854,854_2,"The key to this endeavor was keeping in constant communication with each party to ensure that everyone's needs were being met and everyone was on the same page.""
"
494,494_0,"""I have planned many info sessions and class visits, as well as organized all of the students going abroad from the UNiC side, and Clemson's side. ""
"
995,995_7,"Now we have less driver/greeter miscommunication and fewer guests left behind.""
"
483,483_0,I have gained so many great leadership skills through this interview.
303,303_1,A few times it was my idea that was the solution
754,754_2,"I also opened up to my WISE staff about having and eating disorder and how important it is to look out for that within the menses because it is so common among college age girls, especially engineers who are under loads of stress.""
"
1314,1314_1,"Keeping all of the children engaged and contributing to the task at hand was hard but a very rewarding job.
"
953,953_0,"""One of the projects during the semester for Spiro was a video advertising the Spiro Living Learning Community for next year."
995,995_3,"so they would drive right by the load zone, without loading the standing guests."
1231,1231_0,We worked on a big student profiler project where I was able to edit and organize profiles of students who have received scholarships from Clemson donors.
783,783_1,"This has allowed me use leadership skills to foster collaboration and achieve the results we need to accomplish our task. ""
"
224,224_0,"""During my internship, I was able to train the new Student Event Coordinator as this is my last semester working as an SEC."
1114,1114_2,I used my previous knowledge about quality and the concerns they had about these racks to lead the team to do some testing and make suggestions for improvements.
667,667_0,"I work to lead creative inquiry groups and other interested on campus organizations in serving as an extension of the Clemson agricultural extension program and working to connect the community and Clemson students to local food systems.
"
124,124_1,Because of this there are many opportunities to inspire others while also receiving feedback from other viewpoints.
1093,1093_1,Through information and drop-in sessions I helped RiSE students find programs that could work for their majors and advised them on how to go about the study abroad process.
269,269_0,"""During team meetings, I lead discussions regarding communications and ways to make it better."
138,138_0,"""Because of my role as a manager, I set the example for my coworkers and staff members."
803,803_3,"As her assistant, I often filled in fo her when she could not be present, delegating tasks and creating dialogues with individuals from different departments to improve the programs for the future.""
"
39,39_2,"In order to help them progress, I would often help them align their narrow objectives such as writing a literature review to why they are doing it."
1214,1214_2,and we were going over all the ideas and how to improve each other in certain aspects
644,644_0,I was involved in some of the meetings with the senior QEs.
818,818_2,"That response made me a better team member and a better worker in all aspects of my life.
"
585,585_0,I saw my supervisor bring out the best in all team members.
888,888_3,"Certain members were stuck on points of the project but having multiple perspectives was useful in allowing us to move forward.
"
357,357_1,This helped me to understand the problem they face regularly and think about how to overcome them.
464,464_0,"""I had to drive the change to the new database, so I had the responsibility of taking leadership on this and making sure it was going in the correct direction."
962,962_1,At first she was assigned to make models for our projects.
887,887_0,"""My work team holds weekly meetings to handle business of the lab, regular project updates and discuss new discoveries in the field."
941,941_2,"She is very passionate about the programs and relayed that to us and had us become advocates for the programs as well. ""
"
959,959_2,"With every member part of the discussions coming from varying backgrounds, often times discussions would get sidetracked for the entirety of the meeting."
300,300_0,During training we encourage the new hires to ask questions and we open up a space for them to express any concern they have about anything.
549,549_3,I spent a good part of the semester communicating information about Cange and the needs there to these project teams.
387,387_2,"He keeps a calm meeting room to promote solutions within the group.
"
957,957_1,"I believe that I helped facilitate an environment where my coworkers could talk to me and to each other about our applications, which often involved writing detailed essays of deeply personal experiences."
1246,1246_0,"""when discussing new project ideas for the future, the floor is always open for different ideas to accomplish goals."
277,277_1,"They usually meet their goals and if they don't, I work with them on how to achieve them next time. ""
"
1005,1005_0,"""Prior to the Spring Jubilee Festival, we realized that the construction in downtown Pendleton would cause a change in our usual booth locations."
818,818_1,The responsibility I was given strengthened my self-confidence and improved the quality of my output.
43,43_0,"""All the employees are supervisors are leaders every day here when they advise and talk to students."
888,888_1,At one point during the project we set up a meeting with between ourselves and our boss and supervisor.
1216,1216_0,"""We have one employee, Richard, who is highly efficient with the Hardinge CNC lathe."
986,986_1,It was my responsibility to take care of the cage and report to the supervisor (Director of Engineer) if its not in good shape.
850,850_0,"My mentor was the boss for the team so I got to watch him organize the team and act as a leader.
"
304,304_0,"During WOW Jr. I had to encourage the students to form answers on the topics we discussed to ensure they were actively learning.
"
615,615_6,"Instead of canceling I decided to still do the interview myself so it would still get done on time. ""
"
1285,1285_0,When the Senior Scholars came to the lab I took the leadership role and tried to guide them on the best ways to do things rather than simply just telling them how it is.
617,617_1,"Even when times looked rough, I told them that they are more than capable to complete tasks and projects.""
"
1096,1096_3,"I had to actively discuss with the workers what they ""
"
808,808_0,My boss is a good leader and understands peoples backgrounds and how they work.
158,158_3,I have learned that these clinicians must remain calm and level headed and must be sensitive to the diverse backgrounds and needs of all clients.
849,849_0,"""My mentor was a great leader and got different people together all the time."
1254,1254_1,The discussion was open and it got to a point when I disagreed with my supervisor about which intern we should higher.
222,222_0,"""During my internship, I took lead of the Control Documentation team for new programs and co-operatively led the cross functional team in an effectively managing their individual schedule to meet my target deadline hassle free""
"
1178,1178_0,"Understood basic ideas about what all engineers do and then started attending meeting with all of them and learning/analyzing what is going on.
"
227,227_2,One such occasion was a meeting with housing on getting students checked into housing after hours.
981,981_2,"She always found ways to relate to both of our career interests.
"
404,404_1,Everyone worked together to improve the service desk at Cooper Library and kept everyone updated on ideas and gave feedback.
145,145_1,"There were many instances where I would be overwhelmed with large projects, but would effectively communicate the plan and vision with others so that they could create the graphics I needed.""
"
988,988_1,People didnÕt take backing were seriously.
526,526_2,"Additionally, I participated in collaborative conversations between Georgia Tech and Clemson.""
"
936,936_1,"She met with maintenance and catering so they were all on the same page with set up of the tables and food. ""
"
762,762_0,Krysten worked tirelessly to put on the first coffee house and shuttled all around Clemson and Anderson to get catering and make sure everything was right.
1071,1071_0,"""The internship at the dairy is not really a group activity, its generally only two individuals running the parlor: one intern, one farm employee."
225,225_0,"""During my internship, I was always eager to get those around me engaged in conversation."
456,456_3,"Now my program is being used by other groups as well.
"
414,414_1,"So that we could have healthy two-way communication.
"
164,164_0,"""Communicated outcomes from TOD meetings with correct stakeholders, to make sure everything goes smoothly.""
"
284,284_1,"In the meeting, the department supervisor would first summarize the accomplishments of the department during the previous month."
665,665_2,She respects her team by always making any work that is not directly in their job description an optional activity that they can decide to participate in if they want.
259,259_2,"During one of the first meetings after this new process that my boss couldnt make I had to step in and explain this new process to the assembly line section leaders.
"
986,986_3,I brought this to my Supervisor's attention.
188,188_1,He had brought in people from various backgrounds for the brainstorming session.
64,64_0,As a part of the 'burst builds' and 'run at rates' the monitors would meet to document open issues and assign responsibility to different individuals/departments.
67,67_1,The ending project for the CI was to produce a project proposal and present your research to the staff.
118,118_0,"""at mentor group meetings, I ask for the opinion of others. ""
"
1179,1179_2,"Likewise, during the fall, our entire group worked as a team to effectively carry out this competition."
424,424_1,"That sheet was aacesible to all the employees on the job site and helped all the employees to spend accordingly.
"
573,573_3,It was expertly managed by the project leader and executed by everyone.
917,917_1,I am not the only intern within my department and there are about four others who work under my mentor.
309,309_0,"Each semester we are required to lead our team meeting in discussion where we assign articles to read and give a presentation to the group.
"
666,666_1,"However I see independent working as another form of leadership.
"
710,710_1,"It varies from chemical engineering, to electrical engineering, to civil engineering, to others."
226,226_3,"Instead of the managerial staff leading the meeting, the foreman on each shift were asked to lead this particular meeting because they were the """"on the floor"""" experts who used it every day."
137,137_0,"""Based on my research objective I formulated a set of methodologies and shared them with my mentor and fellow interns."
1037,1037_1,"My supervisor put together a team to analyze the parts, to determine the reason for failure in the parts."
330,330_4,"It really helped us develop our communication between workers.""
"
73,73_3,C3 had these lunches called intern lunches and at each lunch somebody very important and high up in the company would talk to all the interns.
395,395_0,"I am the oldest of the interns and they all look to me to guide them when starting task and ask me to evaluate them upon completion.
"
579,579_0,I recall assisting a group of clients who didn't know what direction they wanted to take an assigned project.
455,455_0,"""I had a problem mid-way through the semester with my higher up's not being responsible and allowing the lower ranking workers to get away with things that should not have been allowed."
987,987_0,Our supervisor Robbie is always super encouraging to everyone around us.
974,974_0,"Our event took place right after the big hurricane hit in the month of October and I encouraged discussion about if the event should be postponed or if other means of communication was necessary in order to get all information necessary for the event to take place.
"
1329,1329_0,"""While working with the Social Media team, I attended weekly meetings to outline goals and content that we would be creating and uploading during the week."
721,721_0,"""In order to empower others, I allowed trainees to do protocols first alongside me, and then encouraged them to do the protocols themselves once they felt comfortable on their own."
83,83_0,"""As I mentioned in the collaboration section, there was another intern with whom I worked closely."
321,321_0,"""Every day our mentor would give us our tasks for the day, and she would base those tasks off of what was everyone's strengths. ""
"
1087,1087_1,I took the responsibility of the code that I had written and also analyzed to see that my fellow teammate whose code did not had problem.
191,191_0,"""During academic recovery workshops, I led students in small groups that focused on them reaching the shared goal and vision of transferring to Clemson and what ways they could reach that goal."
49,49_1,"Therefore, there has been many instances where I have been look upon for guidance on what to do.""
"
1232,1232_1,"It was interesting to be able to listen to the entrepreneur when they gave advice and sort of walked all of the interns through how they started their own businesses.
"
61,61_3,"For older cast members, this was a different method than they were previously using."
498,498_0,"""I have to become a leader when helping other students with the testing in Adopt-a-Stream, making sure they conduct the testing properly and guiding them along the way. ""
"
603,603_0,"""I think our office is unique in that we are assigned specific jobs but each person usually ends up working on everything that goes through the office in one way or another."
657,657_0,I was the first intern to join in this project.
133,133_1,"While my coworker was feeling discouraged because it was so close to final exams, but I came up with the idea to split up the assignment evenly so that neither of us felt overwhelmed."
142,142_1,"Everyone was able to ask relevant questions and express concerns before we came to a group decision on how to set up the plots.
"
209,209_2,"Allowing the connection of these two organizations to come together to work on having a hiking trip held for the LLC.
"
130,130_1,"we worked to develop an idea that everyone liked and everyone had a role in making it come to life. ""
"
420,420_1,I worked around each person's schedule and tried to place them at their desired role.
1157,1157_2,"This broad organizational objective was necessary in creating consistent, accurate Campus Recreation branding. ""
"
450,450_0,"I gave solutions to solve the problems of the line and robots.
"
715,715_1,"For example, the Watt Center emphasizes cleanliness throughout its building as a part of its brand, so I ensured that promotional materials within the Immersive Space fell within these guidelines (were either explicitly Watt-sanctioned or adhered to the spirit of the Watt brand)."
11,11_4,Everyone helped each other and used their strengths to assist the others.
344,344_0,"""For a project that had some problems, we had some people who worked at Prettl Germany who specialized in PCBs and Electric components to help guide us and share their knowledge and expertise with us."
726,726_2,"It was also important for me to say the importance of the work we have done, because we have touched raw data that can help engineering students in SC."
507,507_0,"""I helped align the objectives of a group of students and their Professor, Dr. Amber Curtis, involved in the """"Assessing the EU's Influence"""" Creative Inquiry project by interviewing the students in the presence of Dr. Curtis, who facilitated their responses within the scope of her own expertise."
1184,1184_0,"""Very similar to what I described above in the first meeting I had with a Risk Area, we met with that same Risk Area, but this time, the major of the Risk Owners were present at the meeting."
378,378_8,This specific producer has used research and scientific evidence to develop his intensive grazing management practices in an effort to cut down on internal parasite populations.
96,96_1,"There were a lot of experts people that encourage me and other interns in our projects to develop new approach based that is much appropriate for our projects.""
"
942,942_1,The idea is that they familiarize themselves with Clemson and network to learn what Clemson is all about.
302,302_2,"This caused use to be able to openly discuss the magazine as a whole, and let the writers have a say in the design, and the designers even have a say in how some of the articles were written."
67,67_4,I had to be the neutral member in this situation in order for the group to make progress and be productive.
1180,1180_1,This is a great way to have informative discussions and really just be able to learn and push everyone else.
561,561_0,I observed my supervisor assign duties to my fellow intern.
943,943_2,"I assisted in determining what the key objective of the program was so that we could determine who the correct points of contacts were within the administration.""
"
119,119_1,I work with another intern.
816,816_1,"She directed all of the interns during various projects in order to improve the efficiency of the probate court. ""
"
482,482_1,"I coordinate all communication between us.
"
1,1_2,The first semester I worked this internship I worked underneath a different clinician.
312,312_1,"When there was a project that was very photo heavy, I took the lead on it and worked with other departments (video, social media, writing) to produce the best possible content for the social media team. ""
"
1157,1157_0,"""Throughout my internship, individuals would come to me with their information and deadlines and I would create marketing activities based on these specific needs."
717,717_1,"There was a heavy emphasis on diversity and inclusion and in finding the right story.""
"
933,933_1,"This mainly meant creating a study abroad program that would appeal to students within the department based on location, classes offered, and the living accommodations."
347,347_0,For most the time I was responsible for closing the WATT center IT department.
603,603_2,"I often find that I spearhead jobs and then delegate to other people throughout the whole thing, making sure that each person's opinions are heard and everyone feels valued and useful.""
"
1142,1142_1,Through SEE Clemson I gave prospective students and their parents tours of campus and sat on a panel for the students to ask questions about Clemson.
380,380_0,I added a section to each week's meetings where interns could discuss any problems or ideas they've had about the space.
404,404_0,I attended 2 meetings a month where I would meet with the whole instruction team about everything that was happening in Cooper Library.
909,909_1,A lot of the projects that we do takes a little bit from each department- the writers create a script
858,858_2,"Under her guidance we were able to most efficiently conquer the task at hand. ""
"
308,308_0,"Each semester our mentor helps us each develop individual learning goals and uses each of these together alongside our individual strengths to make the pressroom operate more smoothly.
"
1160,1160_0,"""Throughout the semester work was being done to the 4th floor."
1233,1233_1,I would listen to their points of view and then together we would look and find programs that fit into their schedule and curriculum
234,234_0,"""During my internship, we have had a few """"team meetings"""" in order to make sure everyone is on the right page."
1203,1203_0,"We had monthly ambassador meetings where a group of us within Campus Recreation would meet and share ideas with one another on how we could better the department and what steps needed to be taken to do so.
"
909,909_3,Other times we work together to create Instagram stories as well.
497,497_0,"""I have the duty of coordinating a videographer, photographer and candidate for each story to schedule a meeting and then lead the meeting. ""
"
1316,1316_0,"""While I am not in charge of a team of people, I do encourage those around me to do their best."
517,517_1,"For the student who we awarded this to, I was responsible for putting together a prize basket to recognize the intern's accomplishment."
637,637_3,"It was very effective and effeicent and it allowed to be a leader and learn how to delegate.""
"
1221,1221_1,This was one of our main goals as we wanted our members to be able to reach us through multiple platforms.
1287,1287_3,"I also assisted in breaking up the classification of prior and current transactions to fit with our new classification. ""
"
455,455_2,"I had to spend a lot of time checking back over their work to make sure that everything was on track, but so far the work has been exceptional! ""
"
981,981_1,This was helpful in counseling for phone calls.
218,218_0,"""During my internship, I created an initiative to create a project on campus."
1054,1054_6,"This semester I didn't have very many group meetings, most were one-on-one or me acting as a liaison between two different parties.""
"
367,367_1,"It was important to be knowledgeable about the machines in order to teach the, ""
"
507,507_1,"This aligned the learning experiences of the students involved in the project with the objectives of the Professor that they were assisting in researching the European Union, thus working toward a broader global objective in better understanding how Americans students and researchers interact with the EU.""
"
883,883_0,"""My supervisor, Ms. Jackson, Lead our group of PEER mentors every week at staff meetings."
1145,1145_0,"""This was during the 5S audit in the plant."
194,194_0,"""During lab meetings, Dr. Alper recognizes our accomplishments and facilitates us to interact or collaborate on specific aspects of our individual projects that may have some overlap""
"
1195,1195_1,There was a critical meeting with the director of Laurens County half way through the semester.
183,183_0,"Dr. Vernon showed me how to read and understand material and then turn that information into questions.
"
892,892_3,"I used past manager guidelines to develop my training style which is more employee driven, after initial information has been given."
1005,1005_1,"Many returning artists were frustrated with this change, but I was able to converse with some and change their perspective into a positive one."
99,99_1,"In the company, I propose project plan and take action to full-fill the goals step by step."
279,279_0,"""During the intern meeting, I suggested that we should do a postcard campaign to try to increase student yield."
196,196_0,During meetings I would make sure everyone understood where I was and what roadblocks I was experiencing.
369,369_0,Harold and I would discuss app features.
739,739_0,In the Makerspace I have led many of our team meetings.
942,942_2,"Unfortunately, turnout for this recruitment was low."
1339,1339_1,"I communicated a couple different ideas with them on how to go about the analysis and we worked well together to make it happen.
"
485,485_2,"To me, I found this interesting because while both groups were learning something new, they were both big on positive construction to keep everyone safe, while still having fun.""
"
1064,1064_1,"so I had to take the initiative for everything and motivate myself and lead myself.
"
1309,1309_0,"""Whenever we went on site, John really took charge of the project."
990,990_6,"Our director was using our strengths to get the job done. ""
"
19,19_2,"My supervisor, made me and a team of people work on it on the same."
833,833_2,"She effectively delegated tasks to us to do.
"
460,460_2,"Additionally, it was my duty to make sure they all knew exactly what other roles they needed to perform as program leaders.""
"
1258,1258_1,Our common goal was to improve my projects as best as we could.
261,261_1,"He never pushed his initial opinion and always applied positive aspects of the other members to form a more effective team.
"
643,643_0,"""I was invited to many meetings where the managers, engineers and supervisors discussed how to improve the work they are doing and how to reach the goals."
1076,1076_0,"""The non-profit I interned for is a coalition that is made up of a bunch of different health organizations in the county."
90,90_3,"So coming up with something that satisfied everyone's need was difficult yet important.""
"
332,332_1,Every day i see these employees assign different interns to different tasks so that all the tasks are completed on time.
39,39_1,I was working with teams who are working on a variety of projects to address needs in Haiti.
820,820_0,"""My host/supervisor in the company is the team lead for this project and I observed how he coordinated with full time employees and other interns in order to combine all the individual knowledge, skills, background and tasks in such a way that in totality the project turns out to be a success. ""
"
1173,1173_0,"Trina and others initiated a sip and paint for our program so that the other students can have a decompressing event.
"
25,25_1,"I even helped lead the conversation when talking about the marketing strategy.
"
1032,1032_1,"I took all of the information that I was given from the other student employees and managers, and I was able to make sure that their concerns and questions were presented in the meeting. ""
"
821,821_0,"""My internship did not entail a lot of leadership roles, however, I was very lucky to be able to work alongside many great leaders throughout my time at IPTAY."
1001,1001_1,Each individual on our team has different methods to succeed in plate making.
61,61_2,"This involves engaging with the guest to form a great first impression, discovering what makes each guest unique, recommending products that fit the guests need, and closing the interaction."
898,898_0,"""Often times in our team meetings, we would all contribute on certain issues and provide a different view on how to solve certain issues, such as people not signing in or logging their 3D printed parts."
1169,1169_4,"Everyone was open to sharing their ideas and view points and once again they were asking me questions, which I guess would place me in some sort of leadership position. ""
"
1139,1139_4,"My leadership definitely aided in the effectiveness of this campaign and I am proud of all the success that my coworkers achieved. ""
"
1037,1037_0,"""Some defective parts were sent back to the plant from the customer."
1119,1119_0,"""This is practiced all of the time in my internship position."
228,228_0,"""During my internship, I was responsible for attending committee meetings surrounding the revised common rule, and taking minutes and sending follow ups."
1204,1204_0,We had one concept for a video that not everyone was on board to do.
1195,1195_3,"Each person in the meeting had their time to speak and each fulfilled a leadership role for the areas they were in the meeting to present.
"
139,139_0,"""Before certain shifts, the leaders would sometimes brief us on the shift we were about to do."
280,280_0,"""During the internship I was always eager to get those around me engaged in conversation."
725,725_1,"We also evaluated the different methods of evaluation and registration, including which forms of data would be most helpful to me when writing my thesis.""
"
1284,1284_2,and I created the survey to gauge the minority experience at Clemson.
158,158_1,"Although I cannot observe these sessions because of strict confidentiality rules, I have spoken to clinicians and have realized the benefits."
1236,1236_0,"""When brainstorming ideas for video content, we often had different ideas."
17,17_2,Leading a meeting with senior professors in the nursing program was a unique and rewarding experience.
27,27_0,"""Acted as an undergraduate teaching assistant to lead the classroom in discussion of new technologies in society, specifically in the health industry.""
"
508,508_0,"I helped another employee figure out how to properly complete a job assignment that was necessary for the accounting department to function.
"
413,413_0,"I can give clear instructions to other that tell you how to complete a specific task.
"
461,461_1,"This project had multiple parts and communication was needed between the other interns in the department, along with Sherry and our graduate student."
54,54_2,This includes making sure my marketing team knows how important the work we are doing in Haiti is.
879,879_0,"My supervisor took benefit of my programming skills to create innovative software which documents data during failures and aids debugging
"
663,663_0,"I watched my other employees in the graphic design area consult one another to get feedback on the work they had been doing to get another perspective and adjust accordingly based on that feedback.
"
782,782_1,I was in charge
856,856_3,"If we find some agreement, then we'll dig through it to shape a solution/idea. ""
"
1341,1341_2,"This is one of my leadership characteristic in my work.
"
336,336_1,We would all propose ideas to improve the space and as a group we would decide if it would be a effective solution to our problem.
406,406_4,"Following this, I lead discussion on the ideas surrounding this proposal.""
"
1218,1218_1,"I will lead the discussion sometimes
"
1087,1087_2,"We both then together solved the issue and we solved it better that we got an appreciation form the higher management on making a very nice validation software application.
"
665,665_0,I witnessed my mentor Kelly Geiger lead her team in an effective way that capitalized on the unique strengths of the individuals on her team.
534,534_1,They often had to identify and make use of many different peoples backgrounds and skill sets.
1332,1332_0,With Andy I have helped him discuss options for the video he was working on and give feedback and suggestions.
294,294_0,"""During the summer, I had the experience of teaching a group of food service workers in Anderson County nutrition basics while they were at a cooking camp."
146,146_1,"My mentor, the CORE director, displayed a lot of leadership skills."
2,2_1,I brought the team together and determined who would be in charge of what improvements.
1150,1150_0,"""Through my internship, I got to see my mentor develop his presentation to present to his colleagues to convince them that service learning is an effective way to teach.""
"
1335,1335_1,"I noticed how one intern was in charge of learning and contributing to iOS work, which was lighter, and two of us contributed to backend work, which was of more pressing need."
1123,1123_0,"""This pretty much happened anytime I assist a photographer on a shoot."
373,373_0,"Helped others on developing maps.
"
960,960_0,"One of the times when I was left in charge of overseeing a setup for a big company my peers asked me what to do and I help lead them in the right direction for an optimal experience for the customer.
"
651,651_1,It was evident from the beginning that most employees within the development office have strong relationships with their peers.
1258,1258_0,When I have meetings with my mentor we get to share our own ideas and changes that we have of my projects.
107,107_1,"With that in mind, over the course of the semester, a lot of the events that FIRST held were planned by the student org, so being the intern helped the communication between the director and the student org."
265,265_0,"""During planning for language classes, one of the programs at my internship, we sat down to discuss alternatives to how the programs are currently run and offered our different points of view to make sure the programs were as good as they could be."
181,181_0,"Dr. Riggs is good at encouraging the best work out of her reserachers
"
1308,1308_0,"""Whenever we had our social media team meetings, we stressed that no idea was stupid."
986,986_2,"After a few months I observed that the cage was full, and I didn't have space to put anymore products."
1228,1228_0,"""We were down an administrative position for most of the semester and there was a new intern that joined the team."
938,938_1,"Working under the director of facilities, I was able to observe his leadership to develop this building, while also working under him to contribute to the new recovery room."
687,687_1,I led our team of interns in the school book project and organized the whole thing.
244,244_0,"""During my time here, my boss led my coworkers and I to the goal of achieving a recognized social media presence for the Conference Center and Inn.""
"
1322,1322_0,"""While storyboarding for another Tasty style video, Miranda, Ely, and I all collaborated on how we wanted the video to look."
242,242_1,"This was extremely exciting and after a few days, we needed to communicate to shareholders about the recent transaction."
119,119_0,"""At my internship with CAPS"
576,576_0,I ran the team meetings.
1026,1026_0,Since I was one of the returning interns at the office I was given more responsibilities than I have in the past.
389,389_0,I am currently in the process of training and communicating our goals as Inside Clemson to the new intern for next semester.
604,604_1,I preferred having them lead and show me the ropes.
340,340_0,"""Everyone in the lab group is working on the same projects, but we all work on different sub projects."
55,55_4,"As """"quarterback"""", I somewhat knew how to do some things, so I helped others do it as well so that we all learn the process."
1105,1105_0,"""There was one day when all of us interns and our mentors went up to 4th floor WATT and we had to trace every electrical wire to it's correct box."
1214,1214_3,"and it was fun.
"
261,261_0,During our weekly meetings I used to observe our supervisor gives the same amount of time and right to everyone in the team to express her/his thoughts about different topics and concerns.
567,567_0,"I often try to empower those that I communicate with in the football concession stands as they have as much power as me to make a difference in terms of sustainability.
"
755,755_1,"They took all of our options into account to create a final opinion.
"
1318,1318_5,"so the teamwork worked out in the end.""
"
819,819_0,"-My first semester as an intern -DidnÕt really have any leadership responsibilities -Just getting to know the people and the facility and how things are run
"
1262,1262_0,"""When I put on programs at a local school's summer reading camp, I taught a group of third grade students."
371,371_0,"Having to host auditions for Vagina Monologues and empower the group to successfully learn parts
"
897,897_0,"""Often times during the internship it was very important for me to rely messages and orders from my mentor and other superiors to the volunteers and students that were working under me."
1152,1152_1,"I have given presentations to other college students through Dr. Hannons courses where I have gotten lots of feedback about how inspirational it is.
"
378,378_3,Each individual has their own unique ways of doing things that range from rotational grazing to administering vaccines.
1106,1106_2,"Every day a supervisor put him on one and he was the main guy to work it.
"
998,998_3,"Based on this part of our mission statement, I developed a report for our board of advisors that explained how a member directory would benefit OLLI, improve the effectiveness of our mission statement, and provided solutions to creating a member directory with all the features we desired.""
"
1282,1282_0,"""When tasked with producing a video, Dr. Northcutt assigned several people separate jobs that were in tune with our technical and creative strengths so that we could produce the video efficiently. ""
"
919,919_1,"To remedy this, I had a meeting with my stafff where I presented the problem and asked for their opinions and suggestions for improvement."
207,207_2,"The CTGA, which was hosting the committee, gained the help of volunteers through my efforts, and we had a successful event overall.""
"
81,81_4,"This required me to foster constructive dialogues about their viewpoints on the system and how we as an embassy could improve it.""
"
113,113_0,"""At Campus Rec, I worked in the CRC room which was a room full of Campus Rec interns."
283,283_1,"In this event we all express different points of view to make the algorithm more accurate.""
"
293,293_4,"Seeing them throw out different ideas and discuss the pros and cons of each to determine which one would work best showed me that I had chosen an effective route to introduce them to the kind of research that is done in the facility.""
"
353,353_1,we needed to install a new ice maker.
1214,1214_1,We were doing portraits once
563,563_2,In my previous experience I saw colleagues hiding critical information from their supervisors.
81,81_3,"To do this, I set up daily training sessions where employees could come and learn about the system and give their feedback."
915,915_0,"Once every week or so the team would get together for a lunch where my manager would engage everyone and we would talk about the work we are doing and give relevant input to other if and when needed.
"
540,540_0,"I led discussion about introducing a new way to market the institute and we implemented some of my changes.
"
1315,1315_0,"""While I am a part of a marketing team, I am the main marketing assistant and ultimately responsible for communicating with stakeholders."
55,55_3,This can be a daunting task to do becuase there are so many variables involved.
947,947_1,He consistently praised team members and encouraged them when they performed well on the job.
171,171_0,"Dave has been working on getting C3m updated by making many calls to other companies.
"
737,737_3,The students were able to ask questions and the teacher gave productive feedback.
911,911_1,"I spoke up many times to encourage others to do so as well. ""
"
140,140_3,"Then in the semester planning session, we were able to bring these long-term ideas into the perspective of what could be executed within a semester."
739,739_1,"I was able to divest some of these responsibilities this year and make sure that other members of the team could take over - helping us identify future leadership.
"
1326,1326_1,"To initiate a conversation and highlight all the different outcomes and parameters, I requested a meeting for the Pneumatics group and listed a number of questions to be asked."
584,584_0,"""I saw my professor harness my skills as a graduate student in cleaning the data, use the skills of a proficient data scientist to do more advanced work and also to teach me."
744,744_1,"I helped lead this program and facilitated the combination and change of information. ""
"
398,398_1,"In return, I gave my suggestions as to how wastage can be reduced.""
"
